시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,읍면동,전체인구,어린이인구,신호등 300m,어린이비율,위험도점수
대구입석초등학교,대구광역시 동구 아양로 300 (입석동),1,1,21,0,30.0,0,35.89069277,128.6439976,37.55,10.5,동촌동,14249,863,9,6.06,39.537717098390814
대구장동초등학교,대구광역시 달서구 달구벌대로304길 112 (장기동),4,3,17,6,15.0,1,35.84478484,128.5317635,38.33,0.0,장기동,15597,1358,21,8.71,39.894613224288484
대구장성초등학교,대구광역시 달서구 달구벌대로 1429-11 (장기동),6,13,48,19,8.0,0,35.85035905,128.5232345,38.33,9.2,장기동,15597,1358,13,8.71,22.13055202977948
대구죽곡초등학교,대구광역시 달성군 다사읍 죽곡1길 18 ,6,7,74,24,14.0,0,35.85679928,128.463332,40.57,1041.8,다사읍,90377,14360,12,15.89,37.27696121212447
대구죽전초등학교,대구광역시 달서구 죽전길 127 (죽전동),6,7,28,15,10.0,1,35.85778773,128.5399257,32.68,0.0,죽전동,14305,969,14,6.77,33.332460202416705
대구지묘초등학교,대구광역시 동구 파계로6길 54-3 (지묘동),5,3,28,11,6.0,0,35.942816,128.6389777,55.62,13.25,공산동,20244,1589,8,7.85,37.131226095295524
대구진월초등학교,대구광역시 달서구 진천로4길 32 (진천동),4,7,42,15,8.0,0,35.81090267,128.5282878,30.92,9.6,진천동,49707,5016,9,10.09,27.484811019618625
대구초등학교,대구광역시 중구 명륜로23길 80 (봉산동),4,8,45,11,7.5,0,35.8640369,128.5953696,29.56,220.75,성내동,25759,3336,9,12.95,30.84971854019436
대구포산초등학교,대구광역시 달성군 현풍읍 테크노북로 80 ,3,4,60,0,8.0,0,35.69487555,128.4526294,56.15,4.2,현풍읍,21728,2523,8,11.61,40.44257078799432
대구하빈초등학교,대구광역시 달성군 하빈면 하빈로 391-1 ,2,2,33,6,8.0,0,35.901692,128.4421117,59.56,0.0,하빈면,3276,87,6,2.66,38.74074926087951
대구한샘초등학교,대구광역시 달서구 월배로11길 42 (대천동),3,3,29,8,20.0,3,35.81699982,128.5188133,32.97,0.0,월성동,53940,7201,13,13.35,57.2012035161905
대구한솔초등학교,대구광역시 달서구 조암남로 172-13 (유천동),2,3,28,6,12.0,4,35.81656683,128.5156958,30.92,21.2,진천동,49707,5016,15,10.09,62.35771247155134
대구한실초등학교,대구광역시 달서구 한실로6길 108 (대곡동),5,2,25,8,10.0,0,35.79831438,128.5285689,30.92,0.0,진천동,49707,5016,8,10.09,34.161184931763806
대구해서초등학교,대구광역시 동구 팔공로 220-4 (봉무동),3,2,37,1,8.0,0,35.91807126,128.6430531,55.11,37.5,봉무동,19806,2304,2,11.63,44.330004676264984
대구해안초등학교,대구광역시 동구 옻골로 50 (부동),1,2,14,3,12.0,0,35.896174,128.6830241,72.8,6.0,해안동,13568,742,0,5.47,47.240644282939805
대구호산초등학교,대구광역시 달서구 달서대로109길 116 (호산동),3,3,35,1,20.0,0,35.84907047,128.4790049,35.93,240.4,신당동,28363,1379,7,4.86,38.17747800829699
대구화교초등학교,대구광역시 중구 종로 34 (남일동),1,0,6,1,12.0,0,35.868893,128.5918827,29.56,0.0,성내동,25759,3336,12,12.95,38.45618549811762
대구화동초등학교,대구광역시 달성군 화원읍 성암로 38 ,6,9,56,11,22.0,0,35.79954584,128.5096929,49.99,48.0,화원읍,46114,3740,3,8.11,34.37557393835949
대구화원초등학교,대구광역시 달성군 화원읍 비슬로 2580 ,3,5,43,2,6.0,1,35.80302218,128.4993245,49.99,0.0,화원읍,46114,3740,10,8.11,43.69896976793813
대구황금유치원,대구광역시 수성구 청호로 286 (황금동),2,2,21,1,20.5,0,35.84474548,128.6416364,42.36,249.6,황금동,33031,4123,5,12.48,44.81281698480697
대구효목초등학교,대구광역시 동구 화랑로27길 25 (효목동),5,6,24,14,8.0,0,35.87600495,128.641577,34.53,2.5,효목동,25725,1461,15,5.68,26.49212119318143
대구효신초등학교,대구광역시 동구 동부로34길 70 (신천동),2,5,20,5,6.0,0,35.87267001,128.6321105,34.22,64.0,신천동,35806,3030,8,8.46,33.8460781883595
대남초등학교,대구광역시 달서구 월배로68길 91 (송현동),9,9,85,27,10.0,0,35.82418641,128.5517497,32.11,43.2,송현동,34671,1819,2,5.25,21.22185307457089
대덕초등학교,대구광역시 남구 대명서로 28 (대명동),9,16,88,19,11.5,0,35.8304316,128.561677,35.31,135.6,대명동,86443,4318,3,5.0,20.785090807093397
대명초등학교,대구광역시 남구 대명로 100 (대명동),5,9,68,11,8.0,1,35.83886877,128.5688886,35.31,244.0,대명동,86443,4318,6,5.0,36.02041239351724
대봉초등학교,대구광역시 남구 대봉로26길 33 (이천동),3,7,55,8,12.5,1,35.85166437,128.6048051,41.53,97.0,이천동,13922,1316,4,9.45,41.835218592049515
대산초등학교,대구광역시 북구 신천동로 900 (산격동),5,3,23,7,8.0,0,35.89611402,128.5931912,35.18,195.25,산격동,33037,1409,11,4.26,33.39469501708457
대서초등학교,대구광역시 달서구 송현로 9 (상인동),1,0,0,0,20.0,0,35.82006524,128.5499599,36.08,0.0,상인동,60234,4622,8,7.67,40.57659857774647
대성초등학교,대구광역시 서구 국채보상로 426 (비산동),7,8,34,5,35.0,0,35.87040591,128.5771526,35.36,69.2,비산동,44837,1740,13,3.88,31.369157167912697
대영유치원,대구광역시 달성군 논공읍 논공중앙로22길 47 ,6,1,17,6,10.0,0,35.72369633,128.4498426,58.89,0.0,논공읍,15484,1082,0,6.99,43.724345665216
대원유치원,대구광역시 북구 동북로26길 26 (산격동),4,3,17,8,8.0,0,35.89982276,128.6051253,35.18,0.0,산격동,33037,1409,4,4.26,33.588787529232825
대자연유치원,대구광역시 달성군 다사읍 서재본1길 9-10 ,4,0,0,0,6.0,0,35.873568,128.4950751,40.57,0.0,다사읍,90377,14360,15,15.89,41.34975039847997
대진초등학교,대구광역시 달서구 상화로 70 (대곡동),4,4,28,6,12.0,2,35.80662752,128.5217528,30.92,1.2,진천동,49707,5016,11,10.09,47.75285825652723
대천초등학교,대구광역시 북구 구암로21길 54 (읍내동),3,3,21,4,15.0,0,35.93721038,128.554364,37.86,16.0,읍내동,24123,1772,8,7.35,36.30760797756935
대청초등학교,대구광역시 수성구 교학로12길 42 (만촌동),5,5,45,11,10.5,1,35.85090774,128.6501668,39.84,101.8,만촌동,53419,6265,5,11.73,42.5934759212228
더좋은유치원,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)",1,1,7,0,12.0,1,35.85968,128.5184,33.27,0.0,용산동,54353,3961,7,7.29,45.74857022692249
더플로우어린이집,대구광역시 남구 대봉로30길 40 (이천동),1,3,10,2,8.0,0,35.85214855,128.605307,41.53,0.0,이천동,13922,1316,3,9.45,39.83124840748742
더플로우유치원,대구광역시 동구 반야월북로 189-30 (각산동),2,1,21,4,18.0,0,35.87588,128.7188,45.96,0.0,안심동,101173,10230,3,10.11,42.29407100497229
덕인초등학교,대구광역시 달서구 대명천로43길 66 (본리동),7,10,29,11,8.0,1,35.83856881,128.5344708,32.6,18.6,본리동,22460,2763,6,12.3,37.338292878221
덕일어린이집,대구광역시 수성구 청호로92길 26 (범어동),2,2,14,4,7.0,0,35.855408,128.643261,36.68,0.0,범어동,71579,11095,4,15.5,40.460543624574285
도남초등학교,대구광역시 북구 구리로 202 (국우동),7,3,65,9,12.0,1,35.94865981,128.577122,44.54,132.0,국우동,30174,3460,8,11.47,44.14057327792171
도담소리숲유치원,대구광역시 달성군 화원읍 인흥2길 79 ,2,1,7,2,4.0,0,35.78843377,128.519735,49.99,0.0,화원읍,46114,3740,0,8.11,43.19874983144856
도원유치원,대구광역시 달서구 한실로 137 (도원동),1,1,12,0,15.0,1,35.80474345,128.5421325,31.93,0.0,도원동,32050,2301,5,7.18,46.073970658438114
도원초등학교,대구광역시 달서구 도원남로 100-30 (도원동),2,3,33,16,15.0,1,35.80474345,128.5421325,31.93,104.4,도원동,32050,2301,5,7.18,39.511440643588436
동구청어린이집,대구광역시 동구 신암남로 175-1 (신암동),2,1,12,3,10.0,0,35.88768898,128.636004,34.16,0.0,신암동,59668,6097,5,10.22,38.800102295220434
동그라미어린이집,대구광역시 달성군 화원읍 비슬로500길 10 ,2,1,10,1,6.0,0,35.798826,128.4911558,49.99,0.0,화원읍,46114,3740,24,8.11,36.33193493361358
동그라미유치원,대구광역시 달서구 중흥로8길 50 (송현동),3,1,12,6,10.0,0,35.82909768,128.5540861,32.11,0.0,송현동,34671,1819,1,5.25,36.52143140823833
동대구초등학교,대구광역시 동구 신암남로 45 (신암동),4,8,37,6,8.0,0,35.87969333,128.62097,34.16,97.75,신암동,59668,6097,10,10.22,31.467240423729475
동덕초등학교,대구광역시 중구 동덕로26길 20 (삼덕동2가),3,2,31,1,9.0,0,35.864739,128.604646,30.23,17.5,삼덕동,7113,634,13,8.91,34.120375036668335
동도초등학교,대구광역시 수성구 동대구로57길 8 (범어동),5,3,36,6,8.0,1,35.8570927,128.624038,36.68,555.0,범어동,71579,11095,12,15.5,48.65029823249381
동문초등학교,대구광역시 수성구 효행로2길 111 (만촌동),5,6,55,15,14.0,2,35.874856,128.6524257,39.84,62.0,만촌동,53419,6265,0,11.73,49.17331370892752
동변초등학교,대구광역시 북구 동변로 60 (동변동),2,3,43,3,20.0,0,35.91913074,128.6041638,44.37,3.25,무태조야동,33500,3694,8,11.03,39.06608012892031
동산어린이집,대구광역시 수성구 달구벌대로652길 65-6 (욱수동),1,1,11,4,12.0,1,35.832271,128.710217,41.83,0.0,고산동,87407,8926,3,10.21,48.6710315963368
동산초등학교,대구광역시 수성구 동대구로42길 29 (범어동),3,5,24,17,9.0,0,35.849159,128.6280729,36.68,72.0,범어동,71579,11095,2,15.5,35.29485867284537
동서변유치원,대구광역시 북구 서변로3길 59 (서변동),0,0,0,0,12.0,0,35.9219561,128.5946241,44.37,0.0,무태조야동,33500,3694,6,11.03,43.67422669267509
동성초등학교,대구광역시 수성구 수성로 311 (수성동1가),2,4,27,3,19.0,0,35.85344576,128.6127129,35.25,250.0,수성동,40632,3829,20,9.42,34.97607255689313
동신유치원,대구광역시 수성구 교학로4길 39 (만촌동),2,2,13,5,7.5,0,35.854779,128.6507608,39.84,415.0,만촌동,53419,6265,13,11.73,40.72674685270969
동심어린이집,대구광역시 달서구 상화로51길 14 (상인동),0,0,0,0,7.0,1,35.80953,128.5425,36.08,0.0,상인동,60234,4622,8,7.67,46.693619854342224
동양유치원,대구광역시 서구 평리로78길 8-12 (내당동),2,1,3,4,7.0,0,35.8654976,128.5651622,30.86,0.0,내당동,32137,1704,21,5.3,30.948693039820192
동영유치원,대구광역시 수성구 파동로51길 80 (파동),1,1,7,4,6.0,0,35.82237562,128.6088487,56.38,0.0,파동,15236,1538,5,10.09,43.560997867539655
동원초등학교,대구광역시 수성구 국채보상로 1000 (만촌동),2,1,35,4,25.0,0,35.86486838,128.639886,39.84,51.8,만촌동,53419,6265,18,11.73,37.51731965841441
동인초등학교,대구광역시 중구 국채보상로 728 (동인동4가),3,5,23,1,10.0,0,35.86808366,128.6095066,35.43,0.25,동인동,9955,699,12,7.02,33.3524401567052
동일초등학교,대구광역시 수성구 들안로 311 (수성동2가),2,5,25,4,26.0,0,35.8581009,128.6168809,35.25,256.4,수성동,40632,3829,13,9.42,37.03852227644748
동천초등학교,대구광역시 수성구 상록로16길 20 (범어동),6,5,64,18,13.5,0,35.86584544,128.6252838,36.68,426.0,범어동,71579,11095,13,15.5,33.635721592401616
동촌성모유치원,대구광역시 동구 해동로 219 (검사동),1,0,12,2,15.0,0,35.88620992,128.6533618,37.55,17.0,동촌동,14249,863,14,6.06,36.86810699720735
동평초등학교,대구광역시 북구 동천로 84 (동천동),1,3,19,6,11.0,1,35.93900093,128.5608217,29.97,478.0,동천동,25585,2507,13,9.8,44.817831174310776
동학어린이집,대구광역시 남구 자유5길 16 (대명동),3,4,24,11,7.0,0,35.83750833,128.5840424,35.31,0.0,대명동,86443,4318,0,5.0,33.07118578815783
동해유치원,대구광역시 달서구 장기로 50 (성당동),2,2,14,3,25.0,0,35.8432168,128.5549372,30.44,0.0,성당동,20919,1652,12,7.9,35.729644683679076
동호어린이집,대구광역시 동구 안심로51길 120 (동호동),0,0,0,0,8.0,0,35.871609,128.713137,44.54,0.0,국우동,30174,3460,18,11.47,39.830083691136004
두류초등학교,대구광역시 서구 달구벌대로357길 22 (내당동),13,5,13,21,8.0,0,35.8616275,128.559932,30.86,477.8,내당동,32137,1704,4,5.3,32.158927738267735
두산초등학교,대구광역시 수성구 동대구로6길 31 (지산동),6,8,45,13,9.0,0,35.83259685,128.6260882,47.09,206.6,지산동,37797,2415,7,6.39,32.3869057027351
드림아이유치원,대구광역시 달성군 다사읍 매곡로 92 ,0,0,0,0,18.0,0,35.86816274,128.4557523,40.57,0.0,다사읍,90377,14360,2,15.89,46.56574008255475
드림유치원,대구광역시 남구 대봉로30길 36-8 (이천동),0,0,0,0,8.0,0,35.85170781,128.6051265,41.53,0.0,이천동,13922,1316,4,9.45,42.537174490749955
들안길초등학교,대구광역시 수성구 들안로16길 58 (두산동),11,11,79,23,13.0,1,35.83886793,128.618451,33.37,538.6,두산동,14729,1393,14,9.46,32.51899889986151
라온어린이집,대구광역시 달서구 조암남로14길 57 (월성동),1,0,3,2,8.0,2,35.82332367,128.525094,32.97,0.0,월성동,53940,7201,24,13.35,50.181227709204364
라온제나어린이집,대구광역시 북구 도남길 33-9 (국우동),0,0,0,0,6.0,0,35.9522319,128.5800568,44.54,0.0,국우동,30174,3460,0,11.47,45.07186318823465
롯데가야유치원,"대구광역시 달서구 대명천로 101 (본리동, 본리 롯데캐슬)",2,2,24,8,15.0,0,35.83903418,128.5471926,32.6,0.0,본리동,22460,2763,20,12.3,32.39565719942851
룸비니유치원,대구광역시 남구 대명남로 140 (대명동),4,3,26,3,13.0,0,35.83497147,128.5737033,35.31,71.0,대명동,86443,4318,14,5.0,33.34678090718135
리더스유치원,대구광역시 북구 학정동로13길 12 (학정동),5,16,37,15,8.0,1,35.9502955,128.5665514,44.54,0.0,국우동,30174,3460,26,11.47,28.17686930427677
리라어린이집,대구광역시 북구 대현로21길 52 (대현동),1,1,3,2,6.0,1,35.88471833,128.6079209,35.87,0.0,대현동,15745,1007,11,6.4,43.68521352563485
리라유치원,대구광역시 달서구 앞산순환로 225 (송현동),1,2,5,0,35.0,0,35.82397008,128.5537072,32.11,0.0,송현동,34671,1819,4,5.25,39.97401777097084
리리유치원,대구광역시 수성구 신천동로34길 19 (중동),3,2,22,7,8.0,0,35.84040378,128.608955,33.28,0.0,중동,14475,1750,8,12.09,35.79306793989458
리오바어린이집,대구광역시 수성구 달구벌대로528길 15 (만촌동),1,0,0,4,15.0,0,35.8552529,128.6496113,39.84,0.0,만촌동,53419,6265,6,11.73,41.85315116992919
마리아유치원,대구광역시 수성구 범어천로 90 (범어동),4,16,60,14,16.5,1,35.85676822,128.6229808,36.68,101.2,범어동,71579,11095,15,15.5,32.37637820685494
마야유치원,대구광역시 달서구 상인로26길 20 (상인동),1,1,8,5,10.0,0,35.81770549,128.5459171,36.08,0.0,상인동,60234,4622,8,7.67,36.84727034814484
만촌아이숲유치원,대구광역시 수성구 달구벌대로522길 166 (만촌동),2,2,8,0,6.0,0,35.851383,128.6441543,39.84,0.0,만촌동,53419,6265,0,11.73,42.42338773723277
만촌어린이집,대구광역시 수성구 만촌로14길 11-2 (만촌동),1,2,9,2,8.0,0,35.865971,128.644057,39.84,0.0,만촌동,53419,6265,18,11.73,36.46821260150485
만촌초등학교,대구광역시 수성구 국채보상로214길 33 (만촌동),5,4,39,14,8.0,0,35.86669044,128.6479211,39.84,27.8,만촌동,53419,6265,11,11.73,32.20440140757047
매곡초등학교,대구광역시 달성군 다사읍 대실역북로3길 6 ,0,0,0,0,20.0,0,35.86224983,128.4681199,40.57,66.2,다사읍,90377,14360,9,15.89,45.29273258264047
매동초등학교,대구광역시 수성구 천을로31길 16 (매호동),2,4,32,9,10.0,0,35.84521248,128.709212,41.83,104.0,고산동,87407,8926,7,10.21,36.221441570042856
매천초등학교,대구광역시 북구 매천로 179 (매천동),4,6,39,3,12.0,0,35.91332533,128.5410377,59.66,44.5,관문동,33060,4459,6,13.49,42.1914718298037
매호초등학교,대구광역시 수성구 달구벌대로647길 30 (매호동),4,3,74,22,12.5,1,35.841593,128.7121173,41.83,116.6,고산동,87407,8926,11,10.21,37.22527216806847
메이플유치원,"대구광역시 북구 영송로 85 (태전동, 한신중앙아파트)",0,0,0,0,5.0,1,35.93279502,128.5426122,42.48,0.0,태전동,43857,3081,10,7.03,47.15507848859023
멘사창의유치원,대구광역시 달서구 송현로8길 92 (송현동),2,2,9,3,9.0,0,35.82557,128.5515,32.11,0.0,송현동,34671,1819,2,5.25,36.62720504237246
명곡초등학교,대구광역시 달성군 화원읍 명곡로 40 ,2,0,0,0,11.0,0,35.79667071,128.4961175,49.99,0.0,화원읍,46114,3740,8,8.11,43.13795772867494
명덕초등학교,대구광역시 중구 남산로2길 125 (남산동),12,10,88,23,9.5,0,35.85754073,128.5890267,33.32,155.75,남산동,34268,4017,7,11.72,24.19408084309105
명지유치원,대구광역시 달서구 월배로28길 84 (진천동),4,2,10,7,6.0,0,35.81332941,128.5329179,30.92,0.0,진천동,49707,5016,2,10.09,36.588102747824585
모란어린이집,대구광역시 수성구 지산로3길 115 (두산동),3,3,13,4,8.0,0,35.82497799,128.626288,33.37,0.0,두산동,14729,1393,22,9.46,31.310388811844497
무산유치원,대구광역시 동구 경안로103길 31 (서호동),6,4,20,17,8.0,1,35.868034,128.712183,45.96,0.0,안심동,101173,10230,3,10.11,42.568636856367526
무열대유치원,대구광역시 수성구 무열로 56 (만촌동),1,0,4,0,14.0,0,35.86333136,128.6518315,39.84,0.0,만촌동,53419,6265,0,11.73,44.71136745487048
무지개어린이집,대구광역시 달서구 감삼남2길 108 (감삼동),2,2,7,2,6.0,1,35.845311,128.5424424,34.48,0.0,감삼동,30507,3624,9,11.88,45.34874030015995
무지개어린이집,대구광역시 북구 칠곡중앙대로77길 28 (태전동),0,0,0,0,8.0,0,35.9230893,128.5411962,42.48,0.0,태전동,43857,3081,3,7.03,42.09543954597257
무지개유치원,대구광역시 수성구 용학로 197 (지산동),1,1,12,0,16.5,2,35.844469,128.692702,41.83,142.0,고산동,87407,8926,5,10.21,58.69332428863404
무태어린이집,대구광역시 북구 서변로3길 79-8 (서변동),8,5,27,2,4.0,0,35.92329453,128.5957434,44.37,0.0,무태조야동,33500,3694,10,11.03,36.557692741109335
문성초등학교,대구광역시 북구 복현로 180 (복현동),6,5,33,4,12.0,0,35.9058108,128.6203544,37.46,1.75,복현동,35769,3057,11,8.55,33.51821877353797
문화어린이집,대구광역시 달서구 송현로7길 51-16 (상인동),3,0,10,3,6.0,0,35.81851,128.5473,36.08,0.0,상인동,60234,4622,7,7.67,37.92297745902295
문화유치원,대구광역시 달서구 월배로83길 120-11 (송현동),3,2,10,4,6.0,0,35.83264361,128.5452448,32.11,0.0,송현동,34671,1819,11,5.25,33.200721073633574
미래유치원,"대구광역시 북구 팔거천동로 104 (동천동, 칠곡2차보성서한타운)",0,0,0,0,25.0,0,35.93270726,128.5563899,29.97,0.0,동천동,25585,2507,15,9.8,38.37577002889427
미리내어린이집,대구광역시 달서구 감삼길 99 (감삼동),0,0,0,0,10.0,1,35.84998499,128.5433046,34.48,0.0,감삼동,30507,3624,5,11.88,49.23016289757977
미소담어린이집,대구광역시 북구 매전로4길 10-20 (매천동),6,2,27,9,12.0,0,35.90807568,128.5425981,59.66,0.0,관문동,33060,4459,7,13.49,42.52204386492646
미술관유치원,대구광역시 북구 학남로1길 2-11 (학정동),0,0,0,0,8.0,1,35.9490276,128.5662986,44.54,0.0,국우동,30174,3460,20,11.47,46.72402308507541
미키월드랜드어린이집,대구광역시 동구 동촌로45길 39 (방촌동),2,0,8,0,4.0,0,35.88328972,128.669149,38.96,0.0,방촌동,17161,965,0,5.62,40.792566482383506
박애어린이집,대구광역시 남구 대명서2길 45 (대명동),0,0,0,0,8.0,0,35.83199279,128.5626801,35.31,0.0,대명동,86443,4318,5,5.0,38.95057924549917
반디어린이집,대구광역시 북구 학정동로 84 (학정동),12,3,32,7,8.0,1,35.9512033,128.5682272,44.54,0.0,국우동,30174,3460,15,11.47,42.53551416408985
반디유치원,대구광역시 북구 관음동로32길 6-13 (읍내동),1,3,7,2,6.0,0,35.9461262,128.5477343,37.86,0.0,읍내동,24123,1772,4,7.35,37.72957431360695
반송초등학교,대구광역시 달성군 옥포읍 용연사길 5 ,3,1,18,4,6.0,0,35.75661793,128.4946927,65.3,2.4,옥포읍,23013,2633,2,11.44,46.66494058701775
반야유치원,대구광역시 남구 장전1길 92 (대명동),2,3,21,8,8.0,0,35.84023286,128.5760702,35.31,0.0,대명동,86443,4318,8,5.0,32.51851325852665
백설어린이집,대구광역시 달성군 화원읍 비슬로502길 14 ,1,1,12,2,5.0,0,35.799048,128.4921745,49.99,0.0,화원읍,46114,3740,23,8.11,36.10179098066191
백합어린이집,대구광역시 중구 남산로4길 111 (남산동),1,0,12,0,10.5,0,35.86232188,128.5860582,33.32,0.0,남산동,34268,4017,2,11.72,41.78867523389729
범물초등학교,대구광역시 수성구 지범로41길 33 (범물동),3,5,48,14,13.5,0,35.82148442,128.6448572,36.31,88.8,범물동,25742,1884,9,7.32,30.31432657483672
범어유치원,대구광역시 수성구 국채보상로186길 121 (범어동),1,2,8,5,8.0,0,35.86301225,128.634317,36.68,0.0,범어동,71579,11095,5,15.5,40.21093679870975
범어초등학교,대구광역시 수성구 달구벌대로489길 55 (범어동),6,7,53,9,10.0,0,35.86056415,128.6334733,36.68,156.8,범어동,71579,11095,10,15.5,33.85250151817331
범일초등학교,대구광역시 수성구 범안로4길 22 (범물동),4,5,38,14,10.0,0,35.81631492,128.6388291,36.31,48.8,범물동,25742,1884,6,7.32,30.934415923731233
별하나어린이집,대구광역시 수성구 파동로51길 64 (파동),1,0,7,3,8.0,0,35.82268246,128.608831,56.38,0.0,파동,15236,1538,7,10.09,44.126036552259194
보나유치원,대구광역시 중구 남산로7길 86 (남산동),2,0,0,0,9.0,0,35.860456,128.579243,33.32,0.0,남산동,34268,4017,8,11.72,40.37166661118176
보노유치원,대구광역시 수성구 국채보상로 955-2 (만촌동),2,1,15,0,17.0,0,35.86791183,128.6353033,39.84,34.2,만촌동,53419,6265,16,11.73,39.371290831385565
보물섬어린이집,대구광역시 남구 대명로49길 9-5 (대명동),2,3,14,4,8.0,2,35.84228388,128.5824945,35.31,0.0,대명동,86443,4318,15,5.0,47.05773727438618
보성은하유치원,"대구광역시 달서구 월곡로 320 (상인동, 보성은하아파트)",0,0,0,0,20.0,4,35.82358041,128.5342978,36.08,0.6,상인동,60234,4622,10,7.67,69.97629723450022
복명초등학교,대구광역시 수성구 범안로20길 8 (범물동),4,5,28,8,10.0,1,35.817658,128.647227,36.31,49.2,범물동,25742,1884,21,7.32,36.360090606445766
복현초등학교,대구광역시 북구 공항로 58 (복현동),3,4,44,5,20.0,0,35.8976053,128.6215383,37.46,48.0,복현동,35769,3057,13,8.55,33.984813147616045
본영어린이집,대구광역시 달서구 와룡로2길 16 (본동),2,0,12,3,8.0,0,35.83380938,128.5385895,30.61,0.0,본동,11728,721,8,6.15,35.81393731921015
봄어린이집,대구광역시 동구 동촌로11길 5 (입석동),4,2,10,1,6.0,0,35.889957,128.649666,37.55,0.0,동촌동,14249,863,8,6.06,36.74245417106357
봉덕초등학교,대구광역시 남구 효성로 71 (봉덕동),8,10,107,15,11.5,1,35.83968058,128.5968435,37.09,260.2,봉덕동,35397,2674,12,7.55,32.40222807364215
북구어린이집,대구광역시 북구 환성정길 17-2 (서변동),0,0,0,0,4.0,0,35.922829,128.5945198,44.37,0.0,무태조야동,33500,3694,9,11.03,41.91407195379695
북대구초등학교,대구광역시 북구 동북로37길 68 (산격동),11,8,42,17,9.0,1,35.90328558,128.6095652,35.18,7.25,산격동,33037,1409,9,4.26,32.45638578607947
북부초등학교,대구광역시 북구 동천로 20 (동천동),0,0,0,0,22.0,0,35.9334558,128.559215,29.97,273.0,동천동,25585,2507,14,9.8,40.98011597628805
북비산초등학교,대구광역시 서구 통학로48길 7 (비산동),14,7,22,11,14.0,0,35.88154552,128.5645921,35.36,87.4,비산동,44837,1740,9,3.88,29.70768112909607
비봉초등학교,대구광역시 서구 달서로45길 30 (비산동),16,4,12,14,10.0,0,35.88276492,128.568631,35.36,179.2,비산동,44837,1740,3,3.88,33.32378796260748
비슬향유치원,대구광역시 달성군 현풍읍 현풍동로22길 17 ,0,0,0,0,6.0,0,35.70048137,128.4508896,56.15,0.0,현풍읍,21728,2523,0,11.61,47.917470732846425
비안네유치원,대구광역시 수성구 달구벌대로650길 81 (욱수동),2,2,12,3,6.0,1,35.831299,128.708749,41.83,0.4,고산동,87407,8926,5,10.21,47.092116987849394
사과나무유치원,대구광역시 동구 아양로8길 31-4 (신암동),0,0,0,0,6.0,0,35.87987577,128.620657,34.16,0.0,신암동,59668,6097,12,10.22,38.4391059226661
사랑마을어린이집,대구광역시 달서구 진천로10길 12 (진천동),1,1,5,3,8.0,0,35.81303824,128.5253691,30.92,0.0,진천동,49707,5016,21,10.09,33.23527114084206
사랑마을유치원,대구광역시 달서구 상화북로 7 (진천동),0,0,0,0,8.0,0,35.80997304,128.527573,30.92,0.0,진천동,49707,5016,10,10.09,38.42724933398847
사랑숲유치원,"대구광역시 수성구 용학로 272 (범물동, 범물창신태성한라맨션)",2,2,26,2,15.0,0,35.82049947,128.6393843,36.31,2.4,범물동,25742,1884,16,7.32,34.42639245961947
사랑어린이집,대구광역시 북구 칠곡중앙대로126길 3 (읍내동),0,0,0,0,11.0,0,35.9511061,128.553947,37.86,0.0,읍내동,24123,1772,11,7.35,39.009046556416834
사랑유치원,대구광역시 달서구 야외음악당로41길 68 (두류동),0,0,0,0,6.0,0,35.8568666,128.5560843,32.95,0.0,두류동,23121,1384,4,5.99,38.8718975283736
사수초등학교,대구광역시 북구 내곡로 124 (사수동),3,4,30,2,24.0,0,35.90014717,128.5152503,59.66,4.75,관문동,33060,4459,8,13.49,44.4843498879695
