시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,읍면동,전체인구,어린이인구,신호등 300m,어린이비율,위험도점수
사월초등학교,대구광역시 수성구 달구벌대로656길 46 (신매동),1,2,20,6,18.5,0,35.83405266,128.7150423,45.96,67.6,안심동,101173,10230,9,10.11,39.933019925199325
산격초등학교,대구광역시 북구 산격로10길 14 (산격동),4,3,41,10,7.0,1,35.89455033,128.6063965,35.18,65.25,산격동,33037,1409,11,4.26,37.69935026658945
산돌유치원,대구광역시 동구 방촌로17길 26 (방촌동),2,1,6,2,10.0,0,35.88621,128.6637,38.96,0.0,방촌동,17161,965,0,5.62,40.2326556319825
삼덕어린이집,대구광역시 수성구 청호로46길 5-2 (황금동),2,0,7,2,6.5,0,35.83869544,128.6407496,42.36,13.0,황금동,33031,4123,4,12.48,42.926288556723726
삼덕유치원,대구광역시 수성구 지범로48길 27 (범물동),3,3,21,5,10.0,0,35.81448071,128.6438055,36.31,0.0,범물동,25742,1884,4,7.32,36.116449010921734
삼덕초등학교,대구광역시 중구 달구벌대로447길 10 (삼덕동3가),3,5,29,4,6.0,0,35.863588,128.6078431,30.23,32.0,삼덕동,7113,634,10,8.91,32.06795713819463
삼성유치원,대구광역시 북구 동암로 21-19 (읍내동),7,6,41,8,12.0,0,35.9474763,128.5535989,37.86,0.0,읍내동,24123,1772,11,7.35,30.78287501800629
삼영초등학교,대구광역시 북구 내곡로 63 (사수동),0,0,0,0,18.0,0,35.901614,128.5096883,59.66,0.0,관문동,33060,4459,8,13.49,48.36899367722723
삼육초등학교,대구광역시 수성구 청수로 22-23 (중동),1,1,13,4,6.5,0,35.83976557,128.610697,33.28,36.6,중동,14475,1750,14,12.09,36.21218743296715
상동어린이집,대구광역시 수성구 수성로32길 139 (상동),4,1,10,2,6.0,0,35.835277,128.612646,32.21,2.2,상동,14336,961,11,6.7,35.12052844812493
상록수어린이집,대구광역시 달서구 월배로23길 51 (진천동),2,0,8,3,8.0,1,35.81687806,128.5253391,30.92,0.0,진천동,49707,5016,16,10.09,42.73523574010572
상원어린이집,대구광역시 달서구 조암로 89-23 (월성동),0,0,0,0,8.0,0,35.82250939,128.5216688,32.97,2.8,월성동,53940,7201,10,13.35,40.25738209398347
상원초등학교,대구광역시 달서구 월곡로20길 15 (상인동),7,7,36,11,8.0,1,35.80636651,128.5506746,36.08,0.0,상인동,60234,4622,14,7.67,35.257911357562946
상인초등학교,대구광역시 달서구 월곡로 211 (상인동),3,3,26,10,8.0,2,35.81293412,128.5426752,36.08,8.2,상인동,60234,4622,15,7.67,45.83421403262172
상지유치원,대구광역시 서구 달서로 33 (내당동),7,2,20,7,8.0,0,35.86586634,128.5703329,30.86,0.0,내당동,32137,1704,15,5.3,30.45386531336093
상화유치원,"대구광역시 달서구 상인서로 76 (상인동, 상인영남화성타운)",2,1,13,3,15.0,2,35.81756,128.5432,36.08,0.0,상인동,60234,4622,9,7.67,52.50917674558513
새나래어린이집,"대구광역시 북구 경대로7길 60 (대현동, 성지무궁화아파트)",1,2,7,2,6.0,1,35.88612053,128.6079182,35.87,0.0,대현동,15745,1007,3,6.4,45.29754006202681
새동변어린이집,대구광역시 북구 동변로18길 25 (동변동),1,1,10,2,10.0,0,35.9204179,128.6060865,44.37,0.0,무태조야동,33500,3694,8,11.03,41.09644374287484
새솔유치원,"대구광역시 북구 동암로7길 39 (읍내동, 칠곡한서타운)",1,2,7,7,8.0,0,35.94955113,128.5555721,37.86,0.0,읍내동,24123,1772,4,7.35,36.9006736043871
서대구공단어린이집,대구광역시 서구 평리로35길 10 (중리동),7,1,12,4,12.0,0,35.860846,128.5435966,50.57,0.0,상중이동,17613,1248,13,7.09,38.93934483980041
서대구초등학교,대구광역시 서구 서대구로63길 28-13 (비산동),13,4,26,14,20.0,0,35.8894468,128.5577335,35.36,80.6,비산동,44837,1740,19,3.88,27.93848843805359
서도초등학교,대구광역시 서구 평리로 395 (평리동),19,9,25,14,21.0,0,35.86727153,128.5653531,35.23,167.2,평리동,57243,5135,17,8.97,28.41920690579769
서동초등학교,대구광역시 달성군 다사읍 서재로7길 55 ,3,2,19,0,22.0,0,35.871804,128.4884318,40.57,204.0,다사읍,90377,14360,2,15.89,46.81157088704097
서변초등학교,대구광역시 북구 호국로43길 35 (서변동),7,6,37,7,12.0,0,35.92075558,128.5950281,44.37,664.0,무태조야동,33500,3694,10,11.03,41.023384365828534
서부초등학교,대구광역시 서구 달서로26길 25 (비산동),15,7,25,23,13.0,0,35.87387969,128.5737138,35.36,49.6,비산동,44837,1740,15,3.88,23.280095858998333
서재성모유치원,대구광역시 달성군 다사읍 서재로20길 28-1 ,0,0,0,0,7.0,0,35.870784,128.4999385,40.57,0.0,다사읍,90377,14360,2,15.89,45.3955273165973
서평초등학교,대구광역시 서구 서대구로45길 60 (평리동),10,1,2,1,8.0,1,35.8782122,128.547905,35.23,5.8,평리동,57243,5135,16,8.97,43.69811647683447
선원초등학교,대구광역시 달서구 선원로33길 105 (용산동),3,2,19,5,12.0,0,35.86108823,128.5155245,33.27,83.4,용산동,54353,3961,3,7.29,37.408814640021646
선혜유치원,대구광역시 달서구 선원로57길 17 (용산동),5,1,16,3,8.0,0,35.86008631,128.5236318,33.27,0.0,용산동,54353,3961,11,7.29,35.19035635224411
성곡초등학교,대구광역시 달서구 선원남로 127 (이곡동),2,8,33,13,25.0,0,35.85809784,128.5135151,34.32,0.0,이곡동,34996,2224,8,6.36,29.28357291705167
성당초등학교,대구광역시 달서구 대명천로 118 (본리동),4,3,35,8,15.0,1,35.840575,128.5472918,32.6,19.6,본리동,22460,2763,18,12.3,39.55083503250275
성동초등학교,대구광역시 수성구 청수로45길 27 (황금동),3,4,25,7,13.0,2,35.8409043,128.6322828,42.36,245.0,황금동,33031,4123,3,12.48,56.13993501434816
성명초등학교,대구광역시 남구 성당로30길 55 (대명동),8,14,43,7,10.0,1,35.84515216,128.5708254,35.31,168.8,대명동,86443,4318,14,5.0,32.46366595305395
성모유치원,대구광역시 중구 남산로4길 78 (남산동),3,1,25,9,10.5,0,35.86070072,128.5857647,33.32,0.0,남산동,34268,4017,4,11.72,36.95013799232267
성북초등학교,대구광역시 북구 호국로57길 42 (서변동),4,3,32,5,12.0,0,35.92641014,128.5942114,44.37,125.25,무태조야동,33500,3694,8,11.03,39.23341842964168
성산어린이집,대구광역시 서구 옥산로6길 9 (원대동3가),3,4,11,7,8.0,0,35.885754,128.578864,29.51,0.0,원대동,10180,687,12,6.75,30.7921759381524
성산초등학교,대구광역시 달서구 선원남로 173 (용산동),0,0,0,0,25.0,1,35.85789855,128.5189229,33.27,246.2,용산동,54353,3961,10,7.29,49.53777835313311
성서어린이집,대구광역시 달서구 성서서로 89 (월암동),2,1,10,0,18.0,0,35.83312,128.4999,32.97,0.0,월성동,53940,7201,5,13.35,41.717197116942515
성서예능어린이집,대구광역시 달서구 달구벌대로283길 26 (장기동),0,0,0,0,20.0,0,35.85195,128.5227,38.33,0.0,장기동,15597,1358,14,8.71,39.7171327624821
성서초등학교,대구광역시 달서구 달구벌대로 1339 (이곡동),3,3,16,3,50.0,0,35.85196007,128.5144445,34.32,36.2,이곡동,34996,2224,16,6.36,37.11910634072521
세계어린이집,대구광역시 달성군 다사읍 매곡로4길 36 ,0,0,0,0,18.0,0,35.86500199,128.4542579,40.57,0.0,다사읍,90377,14360,0,15.89,47.17180068861535
세계제일어린이집,대구광역시 북구 복현로20길 73-1 (복현동),3,3,11,1,8.0,0,35.90617,128.6213,37.46,0.0,복현동,35769,3057,12,8.55,36.0508960889164
세원어린이집,대구광역시 동구 효목로17길 50 (효목동),2,1,15,3,8.0,0,35.881853,128.640146,34.53,0.0,효목동,25725,1461,6,5.68,36.40762440639121
세종유치원,대구광역시 달성군 다사읍 다사로4길 1 ,0,0,0,0,12.0,0,35.86461,128.4603,40.57,0.0,다사읍,90377,14360,10,15.89,43.5031997859719
세화유치원,대구광역시 서구 서대구로5길 56 (내당동),6,4,15,6,12.0,0,35.86000712,128.5504904,30.86,0.0,내당동,32137,1704,2,5.3,34.1357693607949
소망어린이집,대구광역시 달서구 앞산순환로61길 68 (송현동),3,3,11,5,8.0,0,35.83077848,128.5588127,32.11,0.0,송현동,34671,1819,9,5.25,33.01448533184504
소명어린이집,대구광역시 동구 율하동로28길 39 (신기동),1,1,6,3,8.0,0,35.871458,128.7070186,45.96,0.0,안심동,101173,10230,5,10.11,41.65844852445023
소원어린이집,대구광역시 동구 아양로52길 17 (효목동),1,1,4,2,7.0,0,35.88666,128.6406,34.53,0.0,효목동,25725,1461,11,5.68,35.633441937438405
소원유치원,대구광역시 동구 아양로42길 12 (효목동),2,1,12,1,8.0,0,35.885493,128.6366879,34.53,0.0,효목동,25725,1461,8,5.68,36.608417382885115
솔리유치원,대구광역시 달서구 조암남로19길 11 (월성동),0,0,0,0,8.0,1,35.81935795,128.5229983,32.97,0.0,월성동,53940,7201,15,13.35,46.215354019031615
송일초등학교,대구광역시 달서구 학산로2길 38 (월성동),2,4,25,7,15.0,4,35.82411883,128.5328131,32.97,71.0,월성동,53940,7201,13,13.35,64.74605061012319
송현초등학교,대구광역시 달서구 송현로 128 (송현동),7,8,36,20,20.0,0,35.82868737,128.5448304,32.11,0.2,송현동,34671,1819,13,5.25,23.787655319610714
수성어린이집,대구광역시 수성구 명덕로76길 80-1 (수성동1가),1,1,10,1,8.0,0,35.851047,128.611237,35.25,230.6,수성동,40632,3829,11,9.42,39.68297554390858
수성영희어린이집,대구광역시 수성구 신천동로86길 25 (수성동4가),2,1,16,4,7.0,0,35.86168383,128.6117861,35.25,1.6,수성동,40632,3829,19,9.42,33.67385766835309
수성유치원,대구광역시 수성구 신천동로96길 45 (수성동4가),3,2,14,4,8.0,0,35.86477932,128.6161398,35.25,0.0,수성동,40632,3829,18,9.42,33.5363708598604
수성초등학교,대구광역시 수성구 상화로5길 40 (상동),4,2,37,13,7.5,0,35.83721988,128.6105947,32.21,0.0,상동,14336,961,13,6.7,29.09957610350613
수창초등학교,대구광역시 중구 달성로22길 30 (수창동),7,12,77,30,18.5,0,35.8742603,128.5834453,29.56,426.5,성내동,25759,3336,11,12.95,23.060157470711655
수피아어린이집,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12.0,0,35.87587974,128.75082,45.96,0.0,안심동,101173,10230,8,10.11,43.08026336202863
수피아유치원,대구광역시 동구 메디밸리로8길 11 (사복동),0,0,0,0,12.0,0,35.87587974,128.75082,45.96,0.0,안심동,101173,10230,8,10.11,43.08026336202863
숙천초등학교,대구광역시 동구 숙천로 17 (숙천동),4,4,50,3,8.0,0,35.87632564,128.7530358,29.56,51.5,성내동,25759,3336,8,12.95,34.51437008722263
숲속예은유치원,대구광역시 달성군 다사읍 죽곡2길 35 ,0,0,0,0,12.0,0,35.85542956,128.4625278,40.57,0.0,다사읍,90377,14360,6,15.89,44.71532099809311
스카이유치원,대구광역시 달서구 당산로 12 (본리동),2,1,11,2,20.0,0,35.8386,128.5451,32.6,0.0,본리동,22460,2763,15,12.3,37.67520024371106
스콜라유치원(구프뢰벨유치원),대구광역시 남구 앞산순환로 467 (대명동),2,3,17,2,12.0,0,35.83248149,128.5760583,35.31,2.8,대명동,86443,4318,4,5.0,36.36995883319229
스탠포드어린이집,대구광역시 달성군 논공읍 논공로5길 198 ,0,0,0,0,14.0,0,35.73015484,128.446495,58.89,0.0,논공읍,15484,1082,11,6.99,44.23593677014077
시지아이숲유치원,대구광역시 수성구 달구벌대로625길 25 (시지동),2,1,37,6,16.5,0,35.84429531,128.6994139,41.83,28.8,고산동,87407,8926,9,10.21,38.22639785980487
시지어린이집,대구광역시 수성구 고산로 160-15 (매호동),1,1,8,3,11.0,0,35.84478308,128.707746,41.83,43.4,고산동,87407,8926,10,10.21,39.83354342252782
시지초등학교,대구광역시 수성구 달구벌대로631길 17 (매호동),4,4,53,10,15.0,0,35.843725,128.7031926,41.83,0.0,고산동,87407,8926,7,10.21,34.4404424979559
신당초등학교,대구광역시 달서구 서당로 14 (신당동),2,2,16,7,20.0,1,35.85329967,128.496288,35.93,291.6,신당동,28363,1379,18,4.86,42.3484522357454
신매초등학교,대구광역시 수성구 달구벌대로650길 26 (신매동),3,4,37,18,14.5,1,35.83660884,128.709212,45.96,297.2,안심동,101173,10230,13,10.11,41.95485217844835
신명유치원,대구광역시 북구 동변로20길 15 (동변동),4,8,18,3,3.0,0,35.9219255,128.6020137,44.37,0.0,무태조야동,33500,3694,10,11.03,34.66353717671615
신서초등학교,대구광역시 달서구 계대동문로3길 46 (신당동),12,6,30,11,10.0,1,35.85799273,128.4947454,35.93,123.4,신당동,28363,1379,12,4.86,37.00075198359103
신세계유치원,대구광역시 수성구 신천동로62길 17 (수성동1가),1,2,9,3,8.0,0,35.852548,128.6099755,35.25,0.0,수성동,40632,3829,10,9.42,36.527591477249246
신솔정유치원,대구광역시 달성군 옥포읍 비슬로455길 24 ,2,3,19,10,12.0,0,35.791737,128.4687743,65.3,0.0,옥포읍,23013,2633,8,11.44,42.1652906179563
신암초등학교,대구광역시 북구 경대로 21 (대현동),5,3,49,1,22.0,0,35.88376396,128.6116222,35.87,5.5,대현동,15745,1007,14,6.4,33.964844141636334
신영유치원,대구광역시 달성군 논공읍 논공로17길 14 ,0,0,0,0,8.0,0,35.72964561,128.4429589,58.89,0.0,논공읍,15484,1082,7,6.99,44.80976010992156
신월초등학교,대구광역시 달서구 조암남로 100 (월성동),8,3,27,9,20.0,1,35.82059631,128.5224969,32.97,0.0,월성동,53940,7201,14,13.35,41.65829782375211
신흥초등학교,대구광역시 달서구 두류공원로 257 (두류동),5,5,33,6,8.0,0,35.85636069,128.5563354,32.95,69.8,두류동,23121,1384,7,5.99,32.17851074270033
싱어송유치원,대구광역시 동구 신서로 71-52 (각산동),1,0,4,1,4.0,0,35.875051,128.721113,45.96,0.0,안심동,101173,10230,4,10.11,42.92107152317881
썸머힐어린이집,대구광역시 달서구 조암남로27길 10 (대천동),1,1,4,0,8.0,3,35.81744454,128.5194445,32.97,0.0,월성동,53940,7201,18,13.35,59.49434722209023
아름그루 유치원,대구광역시 남구 효동길 91 (봉덕동),0,0,0,0,7.0,0,35.83634242,128.6010992,37.09,0.0,봉덕동,35397,2674,8,7.55,39.388025574347346
아름다운유치원,대구광역시 동구 동호로2길 37-17 (동호동),3,1,14,3,8.0,0,35.86536,128.7245,44.54,0.0,국우동,30174,3460,12,11.47,39.36905990184119
아이러브유치원,대구광역시 북구 구암로60길 45-14 (구암동),2,2,11,2,8.0,0,35.9382737,128.5688728,31.82,0.0,구암동,31652,2815,6,8.89,36.94243006116366
아이린유치원,대구광역시 남구 효동길 14 (봉덕동),1,2,14,3,10.0,1,35.83962775,128.5996262,37.09,0.0,봉덕동,35397,2674,11,7.55,43.39387799395002
아이별어린이집,대구광역시 북구 고성로34길 63 (고성동2가),0,0,0,0,7.0,0,35.8799004,128.5868329,32.37,0.0,고성동,12756,2189,11,17.16,41.20881967941325
아이비어린이집,대구광역시 중구 남산로3안길 20 (남산동),2,1,7,3,8.0,0,35.80990595,128.5243747,30.92,0.0,진천동,49707,5016,11,10.09,36.17211622721985
아이비어린이집,대구광역시 달서구 진천로3길 31 (진천동),2,2,10,0,8.0,0,35.80990595,128.5243747,30.92,0.0,진천동,49707,5016,11,10.09,36.406929311332
아이성어린이집,대구광역시 서구 국채보상로83길 49 (비산동),5,3,9,1,6.0,0,35.8756384,128.5761491,35.36,0.0,비산동,44837,1740,1,3.88,36.88273707577354
아이세상유치원,대구광역시 달서구 선원로37남길 13 (이곡동),5,1,16,6,8.0,0,35.85954502,128.5133311,34.32,0.0,이곡동,34996,2224,7,6.36,35.28081843848192
아이엠어린이집,대구광역시 달성군 다사읍 다사로 103-8 ,0,0,0,0,12.0,0,35.86947794,128.4568706,40.57,0.0,다사읍,90377,14360,2,15.89,45.92744221021432
아이위드유치원,대구광역시 달서구 장기로 173 (본리동),1,1,16,3,15.0,4,35.84256383,128.5420251,32.6,0.0,본리동,22460,2763,13,12.3,67.18236776300822
아이캔유치원,대구광역시 달서구 비슬로 2728-16 (대곡동),2,2,11,3,10.0,0,35.80876662,128.5148179,30.92,0.0,진천동,49707,5016,14,10.09,34.663875387725284
아인슈타인어린이집,대구광역시 북구 동천로 5-13 (동천동),3,2,23,4,12.0,0,35.93229877,128.5569404,29.97,0.0,동천동,25585,2507,18,9.8,32.4256007079256
아인유치원,대구광역시 동구 화랑로 558 (용계동),1,0,2,0,30.0,0,35.87433428,128.684644,45.96,0.0,안심동,101173,10230,4,10.11,46.11382024724588
아일랜드유치원,대구광역시 수성구 국채보상로 990-10 (범어동),3,3,12,1,6.0,0,35.86539414,128.638346,36.68,0.0,범어동,71579,11095,10,15.5,39.0044367715943
안드레아유치원,대구광역시 달성군 현풍읍 현풍동로 10 ,1,3,26,14,12.0,0,35.6922568,128.4482242,56.15,0.0,현풍읍,21728,2523,7,11.61,38.67793654628003
어울림유치원,대구광역시 달성군 다사읍 매곡로4길 26-1 ,2,1,4,4,9.0,0,35.86444559,128.4552346,40.57,0.0,다사읍,90377,14360,2,15.89,43.46304405286031
에벤에셀유치원,대구광역시 동구 금강로16길 25-12 (신서동),3,1,7,7,8.0,0,35.86436912,128.732369,45.96,0.0,안심동,101173,10230,0,10.11,41.79353773430579
에트라움어린이집,대구광역시 북구 학남로1길 29 (학정동),0,0,0,0,9.0,0,35.951241,128.566044,44.54,0.0,국우동,30174,3460,18,11.47,39.93646666985941
엘리트어린이집,대구광역시 북구 칠곡중앙대로43길 13 (태전동),5,3,23,8,4.0,0,35.9150239,128.546879,42.48,0.0,태전동,43857,3081,12,7.03,33.32620188199937
엘키즈유치원,대구광역시 달성군 화원읍 성천로42길 24 ,3,1,17,6,9.0,0,35.810371,128.5041695,49.99,0.0,화원읍,46114,3740,3,8.11,41.020950763015165
연경초등학교,대구광역시 북구 연경중앙로11길 19 (연경동),5,0,53,4,19.0,0,35.9457235,128.616056,44.37,45.0,무태조야동,33500,3694,8,11.03,40.43482280140328
연세유치원,대구광역시 북구 침산남로 165-4 (침산동),3,0,5,2,4.0,1,35.8882443,128.5940851,37.06,0.0,침산동,39135,4442,9,11.35,46.886184821601574
연제어린이집,대구광역시 달서구 감삼남길 49 (감삼동),2,1,9,4,10.0,0,35.8480268,128.5398261,34.48,0.0,감삼동,30507,3624,3,11.88,39.9573294226435
영선초등학교,대구광역시 남구 영선길 96 (이천동),7,11,63,23,8.0,0,35.85290101,128.5960142,41.53,13.2,이천동,13922,1316,4,9.45,25.178286372354346
영재어린이집,대구광역시 서구 평리로 146 (중리동),5,0,15,2,24.0,1,35.85854025,128.5403882,50.57,0.0,상중이동,17613,1248,11,7.09,49.47348094132069
영지어린이집,대구광역시 북구 산격로서9길 6-1 (산격동),3,4,23,4,5.0,0,35.8952123,128.6022434,35.18,0.0,산격동,33037,1409,5,4.26,33.39456779158994
예나유치원,"대구광역시 수성구 욱수천로 133 (사월동, 시지2차사월보성타운)",1,1,12,4,15.0,0,35.840293,128.7162017,41.83,2.2,고산동,87407,8926,1,10.21,42.07062946359098
예뜰유치원,대구광역시 동구 반야월북로55길 43 (신서동),2,1,10,3,5.0,0,35.87493,128.7306,45.96,0.0,안심동,101173,10230,3,10.11,41.75844430649015
예쁜손어린이집,대구광역시 동구 율하동로26길 22 (신기동),2,2,12,5,6.0,0,35.87229,128.7031,45.96,0.0,안심동,101173,10230,9,10.11,38.66152085643984
예아람학교,대구광역시 달성군 옥포읍 비슬로 1934 ,0,0,0,0,34.0,0,35.78006732,128.4343568,65.3,0.0,옥포읍,23013,2633,12,11.44,49.38977873837304
예원유치원,대구광역시 북구 칠성로 105-21 (칠성동2가),2,1,7,2,3.0,0,35.87931739,128.600701,31.38,0.0,칠성동,21467,2428,12,11.31,36.271542668353234
예일어린이집,대구광역시 동구 동부로 67-1 (신천동),1,0,6,0,6.0,0,35.875539,128.619791,34.22,0.0,신천동,35806,3030,8,8.46,38.67762909563775
예일유치원,"대구광역시 북구 대천로7길 40 (읍내동, 칠곡산호한양아파트)",0,0,0,0,19.0,0,35.94103818,128.5557731,37.86,0.0,읍내동,24123,1772,8,7.35,40.769201295294984
예현유치원,대구광역시 달서구 월배로75길 78 (송현동),2,3,13,5,10.0,0,35.83085801,128.5474352,32.11,0.0,송현동,34671,1819,7,5.25,33.739853951427214
옥빛유치원,대구광역시 달성군 옥포읍 돌미로2서길 20 ,0,0,0,0,11.0,0,35.77889598,128.4364841,65.3,0.0,옥포읍,23013,2633,8,11.44,48.15509143985595
옥산초등학교,대구광역시 북구 칠성시장로23길 55 (칠성동2가),5,7,36,17,3.0,0,35.88089463,128.5978735,31.38,142.25,칠성동,21467,2428,12,11.31,27.53182770700847
옥스퍼드어린이집,대구광역시 달성군 화원읍 인흥길 29 ,0,0,0,0,9.0,0,35.80115908,128.4986254,49.99,0.0,화원읍,46114,3740,12,8.11,41.71307055910693
옥스포드유치원,대구광역시 북구 구리로 169 (국우동),0,0,0,0,19.0,0,35.9479921,128.5731257,44.54,0.0,국우동,30174,3460,6,11.47,44.63666009345708
옥포예일유치원,대구광역시 달성군 옥포읍 법화길 61 ,1,0,12,2,7.0,0,35.78659013,128.4462115,65.3,0.0,옥포읍,23013,2633,1,11.44,48.62335731595638
옥포초등학교,대구광역시 달성군 옥포읍 비슬로 2220 ,2,4,21,0,8.0,0,35.78778718,128.4641599,65.3,21.6,옥포읍,23013,2633,7,11.44,44.86499785681804
온누리유치원,대구광역시 동구 안심로7길 21 (용계동),1,1,6,4,12.0,0,35.87241375,128.693319,45.96,0.0,안심동,101173,10230,12,10.11,39.62943498479839
온뜨레피움어린이집,대구광역시 동구 아양로 213-6 (신암동),1,0,4,0,6.0,0,35.88711021,128.6367229,34.16,0.0,신암동,59668,6097,5,10.22,40.37340215602775
와룡초등학교,대구광역시 달서구 선원남로 22 (이곡동),1,2,12,4,25.0,0,35.85706992,128.5018556,34.32,539.8,이곡동,34996,2224,15,6.36,40.07508598570683
왕선초등학교,대구광역시 달성군 다사읍 대실역북로 93 ,10,11,77,15,22.0,0,35.863152,128.465206,40.57,271.4,다사읍,90377,14360,16,15.89,29.8808234602647
용계초등학교,대구광역시 달성군 가창면 가창로221길 1 ,2,3,25,6,3.0,0,35.80456757,128.6216025,52.94,216.0,가창면,7013,417,10,5.95,38.55121866090628
용산유치원,대구광역시 달서구 선원로55길 11-8 (용산동),4,2,10,2,6.0,0,35.85948655,128.5226867,33.27,239.6,용산동,54353,3961,8,7.29,38.17525408619824
용산초등학교,대구광역시 달서구 와룡로49길 80 (용산동),6,3,40,21,6.0,1,35.85522492,128.5320158,33.27,0.0,용산동,54353,3961,9,7.29,34.712155673755106
용전초등학교,대구광역시 달서구 용산로 260 (용산동),3,2,34,10,20.0,0,35.86109075,128.5312555,33.27,55.2,용산동,54353,3961,8,7.29,34.10644035627653
용지초등학교,대구광역시 수성구 지산로 12 (지산동),5,2,36,8,20.0,2,35.822008,128.632722,47.09,356.6,지산동,37797,2415,6,6.39,56.137191889643
우리아이어린이집,대구광역시 달서구 용산로14길 39 (장기동),1,1,6,2,8.0,0,35.84313621,128.5329738,38.33,0.0,장기동,15597,1358,23,8.71,34.141223792086166
우정유치원,대구광역시 달서구 선원로14길 10 (신당동),3,1,12,2,8.0,0,35.85859122,128.4990642,35.93,0.0,신당동,28363,1379,12,4.86,35.06961913598467
우주과학유치원,대구광역시 북구 오봉로6길 9-1 (노원동1가),3,3,14,2,13.0,0,35.8903643,128.5776159,35.22,0.0,노원동,11123,699,20,6.28,32.23419145366932
욱수초등학교,대구광역시 수성구 신매로 20 (신매동),6,4,49,23,14.0,1,35.83137816,128.7077006,45.96,52.2,안심동,101173,10230,10,10.11,38.23163828542924
운암초등학교,대구광역시 북구 대천로 148 (구암동),0,0,0,0,24.0,0,35.93569893,128.5656283,31.82,380.25,구암동,31652,2815,14,8.89,42.30093346335165
움사랑생태어린이집,대구광역시 북구 칠곡중앙대로86길 17-1 (읍내동),3,2,17,2,6.0,0,35.9343405,128.5503227,37.86,0.0,읍내동,24123,1772,13,7.35,35.16001186670806
웃는아이어린이집,대구광역시 북구 학정로 110-22 (태전동),1,2,7,1,4.0,0,35.9171941,128.5520429,42.48,0.0,태전동,43857,3081,10,7.03,37.638259372795176
원만사유치원,대구광역시 중구 달구벌대로 2013 (동산동),1,1,9,0,43.5,0,35.8658472,128.58387,29.56,0.0,성내동,25759,3336,17,12.95,39.860244230198816
원화유치원,대구광역시 달서구 당산로21안길 49 (감삼동),2,1,8,7,8.0,1,35.84509678,128.5438481,34.48,0.0,감삼동,30507,3624,12,11.88,43.56401970988657
월곡초등학교,대구광역시 달서구 상인로 40 (상인동),2,2,18,3,20.0,0,35.81216502,128.5492651,36.08,1.2,상인동,60234,4622,10,7.67,36.89093500198749
월배어린이집,대구광역시 달서구 상화로9길 102-10 (진천동),4,2,12,4,6.0,1,35.81250737,128.5210278,30.92,40.6,진천동,49707,5016,12,10.09,42.354051890701335
월배유치원,대구광역시 달서구 월배로 149-7 (진천동),0,0,0,0,8.0,2,35.81659769,128.5296531,30.92,0.0,진천동,49707,5016,12,10.09,52.82118872792786
월배초등학교,대구광역시 달서구 월배로 131 (진천동),6,7,73,17,35.0,2,35.81642334,128.5283129,30.92,0.0,진천동,49707,5016,11,10.09,42.543677836552384
월서유치원,대구광역시 달서구 조암남로16길 34 (월성동),3,3,11,3,25.0,0,35.822893,128.5225789,32.97,0.0,월성동,53940,7201,10,13.35,38.64999748089222
월성아이세상어린이집,대구광역시 달서구 조암남로10길 42 (월성동),3,1,17,8,8.0,2,35.82283274,128.5260536,32.97,0.0,월성동,53940,7201,33,13.35,44.17474937445501
월성초등학교,대구광역시 달서구 학산로7길 26 (월성동),0,0,0,0,20.0,1,35.8310902,128.5318969,32.97,0.0,월성동,53940,7201,11,13.35,48.704070975833666
월촌초등학교,대구광역시 달서구 상인서로 60 (상인동),2,3,16,4,15.0,2,35.81635648,128.543274,36.08,28.0,상인동,60234,4622,11,7.67,50.4483614883068
위즈숲유치원,대구광역시 동구 파계로19길 12-7 (지묘동),1,0,4,0,6.0,0,35.94259175,128.6360031,55.62,0.0,공산동,20244,1589,6,7.85,44.273264974641826
