시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,읍면동,전체인구,어린이인구,신호등 300m,어린이비율,위험도점수
율빛유치원,대구광역시 동구 율하서로3길 45 (율하동),0,0,0,0,20.0,0,35.86078,128.6881,45.96,0.0,안심동,101173,10230,1,10.11,46.05253931302799
율하유치원,대구광역시 동구 안심로16길 19 (율하동),1,1,6,0,8.0,1,35.86633074,128.694752,45.96,0.0,안심동,101173,10230,11,10.11,48.34026670626841
율하초등학교,대구광역시 동구 율하동로15길 1 (율하동),6,4,36,8,6.0,1,35.86781358,128.7015369,45.96,172.25,안심동,101173,10230,4,10.11,45.958565410777666
으뜸유치원,대구광역시 동구 위남로2길 38 (봉무동),1,1,9,3,6.0,0,35.93073599,128.6349831,55.11,0.0,봉무동,19806,2304,1,11.63,45.3270596442376
은성어린이집,대구광역시 수성구 교학로7길 16 (만촌동),1,2,5,1,12.0,1,35.85202,128.653,39.84,0.0,만촌동,53419,6265,7,11.73,48.247327070915595
은초롱어린이집,대구광역시 달성군 다사읍 서재본1길 11 ,0,0,0,0,4.0,0,35.87318281,128.495596,40.57,0.0,다사읍,90377,14360,12,15.89,42.04607535012406
은초롱유치원,대구광역시 달서구 서당로7길 93 (신당동),3,3,14,5,10.0,2,35.85425496,128.4938553,35.93,0.0,신당동,28363,1379,19,4.86,45.81771502829411
은하수어린이집,대구광역시 달서구 달구벌대로301길 58 (용산동),2,1,10,3,10.0,0,35.85234239,128.532161,33.27,0.0,용산동,54353,3961,9,7.29,36.28955674752723
은혜어린이집,대구광역시 달서구 선원로53길 34-10 (용산동),1,1,4,2,6.0,0,35.86015477,128.5223989,33.27,0.0,용산동,54353,3961,6,7.29,37.386822906833544
이곡초등학교,대구광역시 달서구 선원남로 120 (이곡동),0,0,0,0,25.0,0,35.85684832,128.5137344,34.32,157.4,이곡동,34996,2224,9,6.36,41.36677863375476
이노유치원,대구광역시 달서구 조암남로20길 54 (월성동),0,0,0,0,8.0,0,35.82184592,128.5211982,32.97,0.0,월성동,53940,7201,12,13.35,39.62444492812252
이바유치원,대구광역시 수성구 파동로30길 61 (파동),2,1,14,3,6.0,0,35.821523,128.615549,56.38,37.8,파동,15236,1538,0,10.09,45.445213469590854
이본유치원,대구광역시 동구 팔공로34길 27 (불로동),2,1,6,0,4.0,0,35.91440895,128.6442396,55.11,0.0,봉무동,19806,2304,2,11.63,45.95145029964833
이튼어린이집,대구광역시 달성군 논공읍 논공로17길 16-8 ,0,0,0,0,5.0,0,35.72968405,128.4431574,58.89,0.0,논공읍,15484,1082,7,6.99,44.490611173751354
이현초등학교,대구광역시 서구 국채보상로37길 35 (평리동),10,1,0,0,10.0,0,35.87348606,128.5503997,35.23,2.8,평리동,57243,5135,4,8.97,40.44524103383168
인지초등학교,대구광역시 서구 서대구로66길 20 (비산동),10,2,13,10,8.0,0,35.88618347,128.5672852,35.36,248.0,비산동,44837,1740,6,3.88,35.3989309268204
자연과예술유치원,대구광역시 달서구 월배로5길 11-4 (유천동),2,1,29,5,8.0,0,35.81210506,128.516097,30.92,0.0,진천동,49707,5016,17,10.09,32.6592303591938
자연과학어린이집,대구광역시 달성군 현풍읍 현풍동로25길 17 ,0,0,0,0,8.0,0,35.69864,128.4484034,56.15,0.0,현풍읍,21728,2523,1,11.61,47.82720638726294
자연과학유치원,대구광역시 달서구 성지로16길 41 (용산동),6,3,12,4,6.0,1,35.85689206,128.5223818,33.27,0.0,용산동,54353,3961,10,7.29,41.38420325234473
자연누리유치원,대구광역시 수성구 노변로 101 (노변동),1,1,21,4,10.5,1,35.840502,128.7005283,41.83,1.4,고산동,87407,8926,9,10.21,46.239423870343884
자연동화유치원,대구광역시 동구 안심로51길 13-2 (서호동),0,0,0,0,8.0,1,35.86684127,128.712357,45.96,0.0,안심동,101173,10230,4,10.11,51.36685265925623
장기초등학교,대구광역시 달서구 장기로 280 (장기동),2,3,24,4,20.0,0,35.84439346,128.5290637,38.33,676.8,장기동,15597,1358,13,8.71,42.18678285967409
장산초등학교,대구광역시 달서구 장산로 30 (용산동),3,3,24,1,30.0,0,35.85483742,128.5265307,33.27,158.6,용산동,54353,3961,21,7.29,35.065678882084136
장원유치원,대구광역시 달성군 현풍읍 현풍동로 49 ,0,0,0,0,13.0,0,35.6948584,128.4504725,56.15,0.0,현풍읍,21728,2523,5,11.61,47.147000068758736
전원어린이집,대구광역시 수성구 유니버시아드로68길 16 (욱수동),1,1,14,3,5.0,0,35.82787864,128.706676,41.83,0.0,고산동,87407,8926,6,10.21,39.71040625362754
정원어린이집,대구광역시 북구 칠곡중앙대로126길 21-24 (읍내동),0,0,0,0,5.0,0,35.94901771,128.555012,37.86,0.0,읍내동,24123,1772,6,7.35,39.88590019922792
정원유치원,대구광역시 동구 이노밸리로29길 76 (각산동),2,2,28,1,7.0,0,35.88593571,128.7137965,45.96,0.0,안심동,101173,10230,2,10.11,41.47478573830683
제일어린이집,대구광역시 수성구 용학로30길 82 (지산동),1,1,3,1,7.0,1,35.82168,128.6296,47.09,0.0,지산동,37797,2415,3,6.39,49.240771617428194
조암초등학교,대구광역시 달서구 조암로5길 19 (월성동),4,8,41,8,10.0,2,35.82408224,128.5284353,32.97,0.0,월성동,53940,7201,22,13.35,42.22435333813234
조은어린이집,대구광역시 달서구 당산로45길 95 (감삼동),2,1,9,4,6.0,2,35.85541593,128.5422125,34.48,0.0,감삼동,30507,3624,2,11.88,54.83482781078018
종로초등학교,대구광역시 중구 경상감영길 49 (서문로1가),3,3,36,6,9.0,0,35.87249623,128.5897066,29.56,86.75,성내동,25759,3336,18,12.95,32.20801233346327
좋은유치원,"대구광역시 북구 호암로 20 (칠성동2가, 성광우방타운)",6,6,47,12,36.0,1,35.88266282,128.592027,31.38,0.0,칠성동,21467,2428,10,11.31,39.56074936044816
죽곡어린이집,대구광역시 달성군 다사읍 달구벌대로174길 17-5 ,0,0,0,0,8.0,0,35.85792905,128.4620448,40.57,0.0,다사읍,90377,14360,13,15.89,42.16857696198738
중동어린이집,대구광역시 수성구 희망로 121 (중동),1,3,9,0,26.5,0,35.84762097,128.612134,33.28,6.0,중동,14475,1750,20,12.09,36.498192006904866
중리초등학교,대구광역시 서구 국채보상로 135 (이현동),9,2,28,2,35.0,1,35.86971383,128.5454299,50.57,104.8,상중이동,17613,1248,8,7.09,50.70125921909653
중앙초등학교,대구광역시 수성구 만촌로 125 (만촌동),3,5,35,10,17.0,0,35.87001293,128.6403507,39.84,211.6,만촌동,53419,6265,6,11.73,37.33650312788196
지묘어린이집,대구광역시 동구 파계로 117 (지묘동),1,0,7,0,20.0,0,35.944223,128.6370343,55.62,0.0,공산동,20244,1589,3,7.85,46.53153066997254
지봉초등학교,대구광역시 수성구 지범로31길 45 (지산동),3,3,31,12,10.0,0,35.82546519,128.6408054,47.09,74.6,지산동,37797,2415,7,6.39,35.33878980310933
지산어린이집,대구광역시 수성구 지산로14길 29 (지산동),1,1,12,6,13.0,1,35.827079,128.635668,47.09,39.8,지산동,37797,2415,11,6.39,45.74963075121517
지산초등학교,대구광역시 수성구 지범로17길 3-14 (지산동),6,4,21,6,8.5,0,35.82695807,128.6301691,47.09,0.0,지산동,37797,2415,13,6.39,34.4872548932165
진성유치원,"대구광역시 북구 구암로 170 (구암동, 칠곡2차한라타운)",0,0,0,0,19.0,0,35.93052009,128.5593829,31.82,120.0,구암동,31652,2815,15,8.89,38.967908020975784
진천유치원,대구광역시 달서구 상화로9길 15 (진천동),2,2,13,7,8.0,3,35.80895431,128.5193669,30.92,19.8,진천동,49707,5016,7,10.09,57.83558594710588
진천초등학교,대구광역시 달서구 상화로9길 65 (진천동),3,6,20,13,8.0,2,35.81127897,128.5195481,30.92,0.0,진천동,49707,5016,11,10.09,44.1063062583725
참좋은 유치원,대구광역시 남구 삼정2길 36 (봉덕동),1,1,6,1,40.0,1,35.83858034,128.5948414,37.09,0.0,봉덕동,35397,2674,4,7.55,50.37207791923187
참좋은어린이집,대구광역시 남구 중앙대로 126 (봉덕동),1,2,15,0,40.0,0,35.84435136,128.5910004,37.09,0.0,봉덕동,35397,2674,13,7.55,39.43257777762892
창의나라어린이집,대구광역시 서구 문화로51길 9 (평리동),3,1,10,4,8.0,0,35.87663662,128.5606027,35.23,0.0,평리동,57243,5135,23,8.97,32.64739970604927
채송화유치원,대구광역시 북구 학정로48길 42-6 (구암동),5,6,25,11,7.0,0,35.92723501,128.5605621,31.82,0.0,구암동,31652,2815,7,8.89,30.378811171933318
천내어린이집,대구광역시 달성군 화원읍 화원로7길 55 ,1,3,17,2,10.0,0,35.805797,128.496537,49.99,0.0,화원읍,46114,3740,9,8.11,39.39248525689008
천내초등학교,대구광역시 달성군 화원읍 성천로 192 ,5,7,59,11,12.0,0,35.80943449,128.501982,49.99,11.0,화원읍,46114,3740,1,8.11,34.67246330107935
천사유치원,"대구광역시 수성구 신매로 91 (신매동, 시지삼주한라협화타운)",1,1,30,6,20.0,1,35.83749115,128.7069579,45.96,456.4,안심동,101173,10230,13,10.11,50.27018576524217
청구어린이집,대구광역시 동구 송라로 3-6 (신천동),1,1,10,2,6.0,0,35.86847567,128.618421,34.22,0.0,신천동,35806,3030,18,8.46,34.16874351081759
청동어린이집,대구광역시 남구 이천로28길 42-33 (이천동),1,3,5,3,6.0,0,35.85359762,128.6000087,41.53,0.0,이천동,13922,1316,12,9.45,36.791521249247644
청림초등학교,대구광역시 수성구 고산로 51 (노변동),1,3,16,0,30.0,0,35.83563518,128.7033769,41.83,10.2,고산동,87407,8926,10,10.21,40.91230903351032
청산어린이집,대구광역시 동구 송라로3길 13-3 (신천동),1,0,9,2,8.0,0,35.869435,128.619153,34.22,0.0,신천동,35806,3030,16,8.46,35.65929904628762
청수유치원,대구광역시 수성구 달구벌대로504길 20 (범어동),1,0,2,0,15.0,0,35.856896,128.638055,36.68,52.4,범어동,71579,11095,11,15.5,42.83745194915488
청아어린이집,대구광역시 달서구 이곡공원로1길 16 (이곡동),2,1,8,1,6.0,0,35.85620463,128.5082718,34.32,0.0,이곡동,34996,2224,22,6.36,32.56309637794817
칠곡초등학교,대구광역시 북구 칠곡중앙대로110길 5 (읍내동),7,10,71,22,35.0,0,35.94517034,128.5517715,37.86,442.5,읍내동,24123,1772,13,7.35,28.30254342262914
칠곡한솔유치원,대구광역시 북구 태암로18길 20-7 (구암동),4,4,22,7,6.0,0,35.9259879,128.5550239,31.82,0.0,구암동,31652,2815,13,8.89,31.17776662424928
칠곡혜성유치원,대구광역시 북구 학정로42길 40 (구암동),6,5,20,5,7.0,0,35.9267826,128.5589679,31.82,0.0,구암동,31652,2815,11,8.89,32.025334819625186
칠성초등학교,대구광역시 북구 침산남로32길 17 (침산동),4,4,28,7,10.0,2,35.88703349,128.5932396,37.06,542.0,침산동,39135,4442,12,11.35,54.07649283868254
침산ing유치원,대구광역시 북구 침산남로37길 10 (침산동),2,0,0,0,8.0,1,35.8882997,128.5962947,37.06,0.0,침산동,39135,4442,13,11.35,46.99990705085372
침산초등학교,대구광역시 북구 성북로 25 (침산동),3,3,35,5,25.0,0,35.8911138,128.5850731,37.06,192.75,침산동,39135,4442,16,11.35,37.07230927381551
칼라풀어린이집,대구광역시 북구 복현로2길 34 (복현동),2,2,16,4,5.0,1,35.8920708,128.6257607,37.46,0.0,복현동,35769,3057,11,8.55,42.9261325959634
코끼리어린이집,대구광역시 달서구 성서로72길 97-11 (이곡동),1,1,5,1,6.0,0,35.84998,128.5128,34.32,0.0,이곡동,34996,2224,10,6.36,36.339646930199656
코오롱아인슈타인유치원,"대구광역시 수성구 수성로 412 (수성동4가, 수성보성타운)",1,2,15,8,20.0,0,35.861991,128.6144895,35.25,103.8,수성동,40632,3829,19,9.42,34.12622646309924
큐리어스어린이집,대구광역시 달서구 당산로30길 42-7 (두류동),1,1,3,1,8.0,0,35.84727082,128.5514561,32.95,0.0,두류동,23121,1384,7,5.99,37.07705232750832
큰뫼생태어린이집,대구광역시 북구 학정로42길 26-24 (구암동),0,0,0,0,6.0,0,35.9250503,128.5583817,31.82,0.0,구암동,31652,2815,6,8.89,39.1603494619723
큰별어린이집,대구광역시 달서구 선원로23북길 16-10 (이곡동),1,0,4,2,6.0,0,35.86111393,128.5046831,34.32,0.0,이곡동,34996,2224,5,6.36,38.193194083980444
큰별유치원,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),2,1,11,3,7.0,0,35.80291745,128.492025,49.99,0.0,화원읍,46114,3740,9,8.11,40.270376819162244
큰사랑어린이집,대구광역시 달서구 월배로75길 132 (송현동),2,2,26,7,8.0,0,35.83342657,128.5474861,32.11,0.0,송현동,34671,1819,15,5.25,30.453702267557304
키즈로스쿨어린이집,대구광역시 동구 반야월로26길 61-2 (신기동),1,0,4,0,6.0,0,35.870227,128.701366,45.96,0.0,안심동,101173,10230,3,10.11,43.77020111698926
키즈브라운어린이집,대구광역시 수성구 파동로38길 45-3 (파동),2,2,10,5,7.0,0,35.81906166,128.6145928,56.38,0.0,파동,15236,1538,7,10.09,41.96279999098127
키즈오르다어린이집,대구광역시 동구 국채보상로165길 31 (신천동),1,0,9,2,4.0,0,35.8697,128.6158,34.22,0.0,신천동,35806,3030,7,8.46,37.96103985866673
키즈하버드어린이집,대구광역시 동구 율하동로8길 75 (율하동),0,0,0,0,8.0,1,35.864335,128.701941,45.96,0.0,안심동,101173,10230,8,10.11,50.15473144713503
태암초등학교,대구광역시 북구 칠곡중앙대로52길 56 (태전동),2,3,21,9,9.0,1,35.9230319,128.5505023,42.48,51.5,태전동,43857,3081,7,7.03,43.12772962625901
태양유치원,대구광역시 달서구 월배로28안길 17-10 (진천동),2,3,10,5,8.0,2,35.81403925,128.5293484,30.92,0.0,진천동,49707,5016,11,10.09,49.11526264466532
태전초등학교,대구광역시 북구 칠곡중앙대로75길 16 (태전동),9,10,40,12,6.0,0,35.97397,128.5345,37.86,65.0,읍내동,24123,1772,0,7.35,30.315226255850785
태현초등학교,대구광역시 북구 태전로 95 (태전동),3,2,19,5,27.0,0,35.92816693,128.5406343,42.48,29.25,태전동,43857,3081,6,7.03,39.68387216086998
테크노초등학교,대구광역시 달성군 유가읍 현풍로 245 ,7,0,0,0,13.0,0,35.70006861,128.4634402,54.32,0.0,유가읍,31072,6236,5,20.07,50.10883351140981
토마토어린이집,대구광역시 달서구 성서동로65길 24 (이곡동),2,0,7,5,8.0,0,35.85029219,128.5145444,34.32,0.0,이곡동,34996,2224,11,6.36,35.44759130735759
"특수학교(광명,영화,보명,보건,덕희)5개교",대구광역시 남구 성당로50길 33 (대명동),3,5,28,5,7.0,0,35.85594776,128.575077,35.31,0.0,대명동,86443,4318,9,5.0,31.531997173034625
튼튼한어린이집,대구광역시 북구 동변로20길 30-1 (동변동),0,0,0,0,7.0,0,35.92309743,128.601318,44.37,0.0,무태조야동,33500,3694,5,11.03,43.44534210208838
파동초등학교,대구광역시 수성구 파동로51길 34 (파동),3,2,29,5,10.0,0,35.82401679,128.6074144,56.38,14.0,파동,15236,1538,7,10.09,41.528481258863486
파란하늘유치원,대구광역시 동구 금호강변로3길 14 (율하동),3,2,20,0,24.0,0,35.86937,128.6891,45.96,0.0,안심동,101173,10230,4,10.11,43.384400879578365
파프리카유치원,대구광역시 달서구 대명천로21길 10 (성당동),1,1,5,4,6.0,0,35.83899766,128.5492888,30.44,0.0,성당동,20919,1652,14,7.9,33.81453489620401
파호초등학교,대구광역시 달서구 달서대로109안길 76 (호산동),3,5,18,7,15.0,0,35.85058152,128.4815078,35.93,153.2,신당동,28363,1379,9,4.86,33.746882169630226
팔공초등학교,대구광역시 동구 연경지묘로 150 (지묘동),2,0,0,0,20.0,0,35.9471327,128.6252872,55.62,10.0,공산동,20244,1589,4,7.85,46.651590884253224
팔달초등학교,대구광역시 북구 매천로2길 19-6 (팔달동),4,4,18,8,5.0,0,35.8979308,128.5449083,59.66,103.5,관문동,33060,4459,9,13.49,41.66866932427597
평리초등학교,대구광역시 서구 국채보상로53길 6-5 (평리동),17,4,18,16,15.0,1,35.87239568,128.5613416,35.23,208.2,평리동,57243,5135,14,8.97,39.36898570526773
포산유치원,대구광역시 달성군 현풍읍 테크노북로 78 ,0,0,0,0,7.0,0,35.69426963,128.4527457,56.15,0.0,현풍읍,21728,2523,8,11.61,45.599611287327406
프랜즈유치원,대구광역시 수성구 국채보상로200길 9 (만촌동),2,3,14,7,8.0,0,35.86536904,128.640441,39.84,0.0,만촌동,53419,6265,15,11.73,34.85199198411601
플레이키즈어린이집,대구광역시 달서구 월곡로26안길 17-7 (상인동),1,1,4,0,3.0,1,35.80915,128.5503,36.08,0.0,상인동,60234,4622,10,7.67,44.850111445537536
하나렘어린이집,대구광역시 달서구 월배로 235 (상인동),1,2,11,0,35.0,0,35.81996355,128.5388941,36.08,0.0,상인동,60234,4622,9,7.67,40.10529426397846
하나린어린이집,대구광역시 동구 신암로12길 53 (신천동),1,1,12,1,6.0,0,35.87542121,128.6118783,34.22,0.0,신천동,35806,3030,10,8.46,36.83286132446812
하나어린이집,대구광역시 북구 칠곡중앙대로43길 33 (태전동),0,0,0,0,8.0,0,35.9150643,128.5445336,42.48,0.0,태전동,43857,3081,7,7.03,40.883318333851356
하늘꿈어린이집,대구광역시 달서구 조암로14안길 18-9 (월성동),2,1,11,4,6.0,0,35.82400034,128.5207155,32.97,0.0,월성동,53940,7201,7,13.35,38.454478460905115
하늘빛유치원,"대구광역시 수성구 지범로40길 11 (범물동, 서한화성아파트)",1,1,7,4,15.0,0,35.81849094,128.6426091,36.31,36.0,범물동,25742,1884,21,7.32,34.079943462695155
하늘숲유치원,대구광역시 달성군 화원읍 비슬로539길 11-11 ,1,1,14,4,9.0,0,35.80964,128.5072876,49.99,0.0,화원읍,46114,3740,4,8.11,41.52477404253938
하늘어린이집,대구광역시 북구 고성로34길 90 (고성동1가),4,3,26,7,6.0,0,35.8793927,128.5881726,32.37,0.0,고성동,12756,2189,13,17.16,35.073089490267876
하늘유치원,대구광역시 수성구 노변공원로3길 10 (노변동),4,2,13,2,6.5,0,35.840338,128.699972,41.83,0.0,고산동,87407,8926,9,10.21,38.715952117917695
하늘정원유치원,"대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)",0,0,0,0,20.0,0,35.84660805,128.5264656,38.33,0.0,장기동,15597,1358,5,8.71,42.444405489754836
하빈초교병설유치원,대구광역시 달성군 하빈면 하빈로 391-1 ,0,0,0,0,13.0,0,35.901692,128.4421117,59.56,0.0,하빈면,3276,87,6,2.66,44.064720229262896
학남어린이집,대구광역시 북구 주좌길 34 (학정동),0,0,0,0,7.0,1,35.95070348,128.5692323,44.54,88.75,국우동,30174,3460,12,11.47,49.8937734885518
학남초등학교,대구광역시 북구 학정동로 23 (국우동),2,3,23,4,21.0,0,35.9462397,128.5662836,44.54,0.0,국우동,30174,3460,15,11.47,37.83905363515765
학산초등학교,대구광역시 달서구 월성로 76 (월성동),0,0,0,0,15.0,0,35.83110683,128.5260862,32.97,9.8,월성동,53940,7201,12,13.35,40.46319373848756
학정초등학교,대구광역시 북구 학남로 32 (학정동),6,2,28,6,12.0,1,35.94822675,128.568978,44.54,75.25,국우동,30174,3460,17,11.47,44.22254223874095
한국어린이집,대구광역시 달서구 중흥로8길 112 (송현동),2,2,12,6,10.0,0,35.82683456,128.5521334,32.11,0.0,송현동,34671,1819,3,5.25,35.290370802177726
한국예술유치원,대구광역시 수성구 용학로34길 8 (지산동),2,1,13,4,8.0,0,35.822092,128.6270903,47.09,0.0,지산동,37797,2415,0,6.39,41.28895578561633
한글나라어린이집,대구광역시 달서구 야외음악당로9길 34 (성당동),2,0,6,4,8.0,0,35.84142,128.5509,30.44,0.0,성당동,20919,1652,19,7.9,33.09042036653669
한꽃유치원,대구광역시 북구 매천로 204 (태전동),0,0,0,0,33.0,0,35.91517961,128.5426024,42.48,0.0,태전동,43857,3081,7,7.03,43.54289280193645
한림유치원,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)",0,0,0,0,25.0,1,35.93701371,128.5603526,29.97,0.0,동천동,25585,2507,15,9.8,45.875770028894266
한별유치원,대구광역시 북구 칠곡중앙대로99길 45-21 (관음동),0,0,0,0,8.0,0,35.94061383,128.5456385,55.86,0.0,관음동,14488,847,8,5.85,43.32041098116652
한솔어린이집,대구광역시 달서구 성지로16길 69-6 (용산동),2,2,8,1,6.0,1,35.8578109,128.5225034,33.27,0.0,용산동,54353,3961,8,7.29,43.8021797462558
한솔유치원,"대구광역시 달서구 이곡동로 32 (이곡동, 성서와룡타운)",2,2,17,3,20.0,1,35.85286261,128.512059,34.32,0.0,이곡동,34996,2224,18,6.36,41.05235187786682
함지초등학교,대구광역시 북구 동천로 33 (동천동),4,6,42,6,9.0,0,35.93475358,128.5578616,29.97,72.5,동천동,25585,2507,11,9.8,30.869057682412915
해맑은유치원,대구광역시 달성군 다사읍 왕선로 41 ,0,0,0,0,35.0,0,35.8631537,128.4640509,40.57,0.0,다사읍,90377,14360,17,15.89,43.828796175398075
해성유치원,대구광역시 북구 내곡로 123 (사수동),0,0,0,0,24.0,0,35.89756743,128.5182978,59.66,0.0,관문동,33060,4459,8,13.49,49.00729154956766
해오름유치원,대구광역시 달서구 도원남로 54 (도원동),0,0,0,0,25.0,0,35.80397398,128.5348468,31.93,0.0,도원동,32050,2301,11,7.18,39.005366291041746
해와달어린이집,대구광역시 북구 도남길 57-1 (국우동),1,2,12,6,3.0,0,35.9540283,128.5805954,44.54,0.0,국우동,30174,3460,0,11.47,40.94196658851303
해피아이어린이집,대구광역시 달성군 다사읍 대실역북로 96 ,0,0,0,0,22.0,0,35.86383242,128.4651405,40.57,0.0,다사읍,90377,14360,15,15.89,43.05187805805443
해피키즈유치원,대구광역시 달성군 현풍읍 현풍동로20길 12 ,0,0,0,0,3.0,0,35.69960248,128.4512374,56.15,0.0,현풍읍,21728,2523,0,11.61,47.59832179667621
행복나무유치원,대구광역시 달서구 성서서로73길 68 (신당동),1,1,5,1,6.0,1,35.85821036,128.496413,35.93,0.0,신당동,28363,1379,11,4.86,43.3203196186398
행복숲유치원,"대구광역시 북구 구암로 17 (관음동, 칠곡2차(수정)한양아파트)",1,1,13,3,12.0,1,35.93664054,128.5429351,55.86,0.0,관음동,14488,847,9,5.85,48.71043595751581
행복유치원,대구광역시 동구 신암북로7길 75 (신암동),2,3,5,4,8.0,0,35.888735,128.617919,34.16,0.0,신암동,59668,6097,4,10.22,37.63413611120892
행복이가득한어린이집,대구광역시 서구 달서천로53길 18 (비산동),7,2,21,7,15.0,0,35.88566184,128.56224,35.36,0.0,비산동,44837,1740,7,3.88,34.086254402550956
행복한어린이집,대구광역시 달서구 화암로 301 (대곡동),1,1,10,2,12.0,0,35.80469338,128.516933,30.92,0.0,진천동,49707,5016,4,10.09,38.912006680771064
향뜰어린이집,대구광역시 수성구 천을로 125 (매호동),1,0,8,6,15.0,0,35.844194,128.7042808,41.83,2.4,고산동,87407,8926,11,10.21,39.18749540874321
현풍아이세상어린이집,대구광역시 달성군 현풍읍 현풍중앙로10길 64 ,0,0,0,0,5.0,0,35.69535446,128.448957,56.15,0.0,현풍읍,21728,2523,2,11.61,47.20502714806241
현풍초등학교,대구광역시 달성군 현풍읍 비슬로134길 167-6 ,20,7,82,22,8.0,0,35.69810979,128.4484673,56.15,69.4,현풍읍,21728,2523,1,11.61,32.953252085189305
혜민어린이집,대구광역시 달성군 화원읍 명천로 231 (명곡미래빌 2단지),0,0,0,0,23.0,0,35.84813,128.4836,35.93,0.0,신당동,28363,1379,9,4.86,39.426869056144696
혜성어린이집,대구광역시 북구 신천동로148길 55 (대현동),1,2,8,2,7.0,1,35.8841001,128.6050776,35.87,0.0,대현동,15745,1007,14,6.4,42.023860735454264
혜송유치원,"대구광역시 북구 호암로 40 (칠성동2가, 삼성아파트)",0,0,0,0,10.0,1,35.88190419,128.5937835,31.38,0.0,칠성동,21467,2428,12,11.31,46.13499298982205
호동어린이집,대구광역시 남구 희망로5길 19 (이천동),2,5,22,6,12.5,0,35.84884861,128.600145,41.53,0.0,이천동,13922,1316,14,9.45,33.832557481524674
호수유치원,대구광역시 동구 팔공로68길 4-5 (봉무동),1,0,3,0,8.0,0,35.92953955,128.642874,55.11,0.0,봉무동,19806,2304,5,11.63,46.233078221338886
화남어린이집,대구광역시 달성군 화원읍 비슬로512길 44 ,2,1,19,6,6.0,1,35.801789,128.498308,49.99,0.0,화원읍,46114,3740,12,8.11,45.38107115564699
화남초등학교,대구광역시 달성군 화원읍 명천로 181 ,5,6,43,1,22.0,0,35.80002003,128.498009,49.99,140.2,화원읍,46114,3740,15,8.11,37.44002698998315
화니어린이집,대구광역시 수성구 동대구로7길 14-14 (두산동),2,1,11,4,7.0,0,35.834238,128.622789,33.37,0.0,두산동,14729,1393,8,9.46,36.78988801947056
화랑어린이집,대구광역시 남구 두류공원로13길 27-5 (대명동),1,1,5,2,6.0,0,35.84257212,128.569401,35.31,0.0,대명동,86443,4318,19,5.0,32.970077519148376
화원유치원,대구광역시 달성군 화원읍 비슬로525길 46 ,0,0,0,0,10.0,0,35.808466,128.5010063,49.99,450.8,화원읍,46114,3740,3,8.11,48.873852392958696
환타랜드숲유치원,대구광역시 북구 매천로17길 17-1 (매천동),4,1,4,2,5.0,0,35.90434132,128.5386172,59.66,0.0,관문동,33060,4459,2,13.49,47.32561421748766
환타랜드유치원,대구광역시 북구 대천로18길 6 (동천동),4,4,21,5,8.0,0,35.9364615,128.5580673,29.97,0.0,동천동,25585,2507,14,9.8,31.722314615745084
황금초등학교,대구광역시 수성구 들안로32길 22 (황금동),4,5,28,12,9.0,0,35.84422116,128.618389,42.36,0.0,황금동,33031,4123,11,12.48,33.50660811012737
효동초등학교,대구광역시 동구 효동로 78-7 (효목동),3,1,17,0,6.0,1,35.884122,128.6447389,34.53,85.5,효목동,25725,1461,11,5.68,43.90694394091391
효명초등학교,대구광역시 남구 앞산순환로 707 (봉덕동),8,11,79,10,17.5,0,35.83464799,128.6010893,37.09,13.4,봉덕동,35397,2674,13,7.55,25.21859675359889
효목어린이집,대구광역시 동구 효목로13길 23 (효목동),3,2,11,3,8.0,0,35.878173,128.641234,34.53,0.0,효목동,25725,1461,13,5.68,33.84832817302956
효성어린이집,대구광역시 동구 효목로19길 9-6 (효목동),0,0,0,0,8.0,0,35.881296,128.641876,34.53,0.0,효목동,25725,1461,14,5.68,36.309316561588034
효성유치원,대구광역시 북구 동암로37길 17 (국우동),3,1,13,8,9.0,0,35.9448653,128.5710848,44.54,0.0,국우동,30174,3460,9,11.47,38.76459609495145
효성초등학교,대구광역시 달서구 송현로 81 (송현동),2,1,19,0,20.0,0,35.82406479,128.5429839,32.11,23.0,송현동,34671,1819,10,5.25,36.75165740567844
