시설명,주소,구역지정수,시설물 CCTV 수,시설물 도로표지판 수,시설물 과속방지턱 수,보호구역도로폭,사고건수,위도,경도,평균주행속도,불법주정차위반건수,신호등_150m_개수
대구강림초등학교,대구광역시 달성군 옥포읍 돌미로 15 ,8,1,23,0,,0,35.78124474,128.436759,65.3,237.6,16
대구금계초등학교,대구광역시 달성군 옥포읍 금계길 55 ,4,5,42,2,,0,35.78883806,128.443791,65.3,12.4,2
반송초등학교,대구광역시 달성군 옥포읍 용연사길 5 ,3,1,18,4,,0,35.75661793,128.4946927,65.3,2.4,1
신솔정유치원,대구광역시 달성군 옥포읍 비슬로455길 24 ,2,3,19,10,,0,35.791737,128.4687743,65.3,,0
예아람학교,대구광역시 달성군 옥포읍 비슬로 1934 ,0,0,0,0,,0,35.78006732,128.4343568,65.3,,12
옥빛유치원,대구광역시 달성군 옥포읍 돌미로2서길 20 ,0,0,0,0,,0,35.77889598,128.4364841,65.3,,4
옥포예일유치원,대구광역시 달성군 옥포읍 법화길 61 ,1,0,12,2,,0,35.78659013,128.4462115,65.3,,11
옥포초등학교,대구광역시 달성군 옥포읍 비슬로 2220 ,2,4,21,0,,0,35.78778718,128.4641599,65.3,21.6,3
 자연과학유치원,대구광역시 달서구 성지로16길 41 (용산동),6,3,12,4,6.0,1,35.85689206,128.5223818,33.27,,6
가야유치원,"대구광역시 달서구 성서동로 350 (용산동, 평화타운)",0,0,0,0,30.0,0,35.85114028,128.5164431,33.27,,19
대구성지초등학교,대구광역시 달서구 새동네로 27 (용산동),2,2,33,9,20.0,0,35.85329006,128.5187152,33.27,809.0,17
대구세명학교,대구광역시 달서구 새방로 62 (용산동),1,1,9,0,30.0,0,35.86341822,128.5243182,33.27,,18
더좋은유치원,"대구광역시 달서구 선원로 241 (용산동, 성서2차보성타운)",1,1,7,0,,1,35.85968,128.5184,33.27,,6
선원초등학교,대구광역시 달서구 선원로33길 105 (용산동),3,2,19,5,12.0,0,35.86108823,128.5155245,33.27,83.4,2
선혜유치원,대구광역시 달서구 선원로57길 17 (용산동),5,1,16,3,8.0,0,35.86008631,128.5236318,33.27,,0
성산초등학교,대구광역시 달서구 선원남로 173 (용산동),0,0,0,0,25.0,1,35.85789855,128.5189229,33.27,246.2,3
용산유치원,대구광역시 달서구 선원로55길 11-8 (용산동),4,2,10,2,6.0,0,35.85948655,128.5226867,33.27,239.6,6
용산초등학교,대구광역시 달서구 와룡로49길 80 (용산동),6,3,40,21,6.0,1,35.85522492,128.5320158,33.27,,3
용전초등학교,대구광역시 달서구 용산로 260 (용산동),3,2,34,10,20.0,0,35.86109075,128.5312555,33.27,55.2,4
은하수어린이집,대구광역시 달서구 달구벌대로301길 58 (용산동),2,1,10,3,10.0,0,35.85234239,128.532161,33.27,,3
은혜어린이집,대구광역시 달서구 선원로53길 34-10 (용산동),1,1,4,2,6.0,0,35.86015477,128.5223989,33.27,,4
장산초등학교,대구광역시 달서구 장산로 30 (용산동),3,3,24,1,30.0,0,35.85483742,128.5265307,33.27,158.6,24
한솔어린이집,대구광역시 달서구 성지로16길 69-6 (용산동),2,2,8,1,6.0,1,35.8578109,128.5225034,33.27,,10
달성초등학교,대구광역시 서구 고성로 127 (원대동1가),33,14,57,19,15.0,0,35.88281761,128.5792117,29.51,80.4,7
성산어린이집,대구광역시 서구 옥산로6길 9 (원대동3가),3,4,11,7,8.0,0,35.885754,128.578864,29.51,,11
 하늘꿈어린이집,대구광역시 달서구 조암로14안길 18-9 (월성동),2,1,11,4,6.0,0,35.82400034,128.5207155,32.97,,8
대구감천초등학교,대구광역시 달서구 구마로12길 60 (월성동),4,5,38,12,15.0,0,35.83526704,128.5330982,32.97,84.4,0
대구월암초등학교,대구광역시 달서구 조암로6길 55 (월성동),6,11,98,17,10.0,2,35.828572,128.5217032,32.97,,17
대구한샘초등학교,대구광역시 달서구 월배로11길 42 (대천동),3,3,29,8,20.0,3,35.81699982,128.5188133,32.97,,19
라온어린이집,대구광역시 달서구 조암남로14길 57 (월성동),1,0,3,2,8.0,2,35.82332367,128.525094,32.97,,13
상원어린이집,대구광역시 달서구 조암로 89-23 (월성동),0,0,0,0,8.0,0,35.82250939,128.5216688,32.97,2.8,11
성서어린이집,대구광역시 달서구 성서서로 89 (월암동),2,1,10,0,,0,35.83312,128.4999,32.97,,0
솔리유치원,대구광역시 달서구 조암남로19길 11 (월성동),0,0,0,0,8.0,1,35.81935795,128.5229983,32.97,,11
송일초등학교,대구광역시 달서구 학산로2길 38 (월성동),2,4,25,7,15.0,4,35.82411883,128.5328131,32.97,71.0,26
신월초등학교,대구광역시 달서구 조암남로 100 (월성동),8,3,27,9,20.0,1,35.82059631,128.5224969,32.97,,4
썸머힐어린이집,대구광역시 달서구 조암남로27길 10 (대천동),1,1,4,0,8.0,3,35.81744454,128.5194445,32.97,,11
월서유치원,대구광역시 달서구 조암남로16길 34 (월성동),3,3,11,3,25.0,0,35.822893,128.5225789,32.97,,13
월성아이세상어린이집,대구광역시 달서구 조암남로10길 42 (월성동),3,1,17,8,8.0,2,35.82283274,128.5260536,32.97,,14
월성초등학교,대구광역시 달서구 학산로7길 26 (월성동),0,0,0,0,20.0,1,35.8310902,128.5318969,32.97,,21
이노유치원,대구광역시 달서구 조암남로20길 54 (월성동),0,0,0,0,8.0,0,35.82184592,128.5211982,32.97,,7
조암초등학교,대구광역시 달서구 조암로5길 19 (월성동),4,8,41,8,10.0,2,35.82408224,128.5284353,32.97,,17
학산초등학교,대구광역시 달서구 월성로 76 (월성동),0,0,0,0,15.0,0,35.83110683,128.5260862,32.97,9.8,21
대구비슬초등학교,대구광역시 달성군 유가읍 테크노북로 144 ,4,9,65,0,,2,35.69605694,128.458744,54.32,,15
대구유가초등학교,대구광역시 달성군 유가읍 테크노대로5길 34 ,3,2,55,0,,2,35.69223444,128.4677385,54.32,478.8,15
테크노초등학교,대구광역시 달성군 유가읍 현풍로 245 ,7,0,0,0,,0,35.70006861,128.4634402,54.32,,5
대구안일초등학교,대구광역시 동구 율하동로23길 66 (율하동),2,2,40,3,8.0,0,35.871415,128.6952236,45.96,247.25,0
대구율금초등학교,대구광역시 동구 안심로16길 70 (율하동),5,5,61,5,20.0,1,35.86188781,128.6918367,45.96,18.0,13
대구율원초등학교,대구광역시 동구 율하동로 55 (율하동),2,3,21,1,30.0,1,35.864894,128.700743,45.96,142.25,7
율빛유치원,대구광역시 동구 율하서로3길 45 (율하동),0,0,0,0,,0,35.86078,128.6881,45.96,,4
율하유치원,대구광역시 동구 안심로16길 19 (율하동),1,1,6,0,8.0,1,35.86633074,128.694752,45.96,,14
율하초등학교,대구광역시 동구 율하동로15길 1 (율하동),6,4,36,8,6.0,1,35.86781358,128.7015369,45.96,172.25,5
키즈하버드어린이집,대구광역시 동구 율하동로8길 75 (율하동),0,0,0,0,8.0,1,35.864335,128.701941,45.96,,7
파란하늘유치원,대구광역시 동구 금호강변로3길 14 (율하동),3,2,20,0,,0,35.86937,128.6891,45.96,,9
 사랑어린이집,대구광역시 북구 칠곡중앙대로126길 3 (읍내동),0,0,0,0,,0,35.9511061,128.553947,37.86,,7
교동초등학교,대구광역시 북구 관음중앙로34길 4 (읍내동),4,3,22,10,,0,35.9447886,128.5494726,37.86,54.5,4
대천초등학교,대구광역시 북구 구암로21길 54 (읍내동),3,3,21,4,,0,35.93721038,128.554364,37.86,16.0,17
반디유치원,대구광역시 북구 관음동로32길 6-13 (읍내동),1,3,7,2,,0,35.9461262,128.5477343,37.86,,2
삼성유치원,대구광역시 북구 동암로 21-19 (읍내동),7,6,41,8,,0,35.9474763,128.5535989,37.86,,5
새솔유치원,"대구광역시 북구 동암로7길 39 (읍내동, 칠곡한서타운)",1,2,7,7,,0,35.94955113,128.5555721,37.86,,0
예일유치원,"대구광역시 북구 대천로7길 40 (읍내동, 칠곡산호한양아파트)",0,0,0,0,,0,35.94103818,128.5557731,37.86,,0
움사랑생태어린이집,대구광역시 북구 칠곡중앙대로86길 17-1 (읍내동),3,2,17,2,,0,35.9343405,128.5503227,37.86,,0
정원어린이집,대구광역시 북구 칠곡중앙대로126길 21-24 (읍내동),0,0,0,0,,0,35.94901771,128.555012,37.86,,0
칠곡초등학교,대구광역시 북구 칠곡중앙대로110길 5 (읍내동),7,10,71,22,,0,35.94517034,128.5517715,37.86,442.5,7
태전초등학교,대구광역시 북구 칠곡중앙대로75길 16 (태전동),9,10,40,12,,0,35.97397,128.5345,37.86,65.0,0
 아이세상유치원,대구광역시 달서구 선원로37남길 13 (이곡동),5,1,16,6,8.0,0,35.85954502,128.5133311,34.32,,7
난나유치원,"대구광역시 달서구 성서서로 330 (이곡동, 성서청남타운)",2,1,9,1,30.0,0,35.85406557,128.5003974,34.32,,11
성곡초등학교,대구광역시 달서구 선원남로 127 (이곡동),2,8,33,13,25.0,0,35.85809784,128.5135151,34.32,,13
성서초등학교,대구광역시 달서구 달구벌대로 1339 (이곡동),3,3,16,3,50.0,0,35.85196007,128.5144445,34.32,36.2,8
와룡초등학교,대구광역시 달서구 선원남로 22 (이곡동),1,2,12,4,25.0,0,35.85706992,128.5018556,34.32,539.8,9
이곡초등학교,대구광역시 달서구 선원남로 120 (이곡동),0,0,0,0,25.0,0,35.85684832,128.5137344,34.32,157.4,5
청아어린이집,대구광역시 달서구 이곡공원로1길 16 (이곡동),2,1,8,1,6.0,0,35.85620463,128.5082718,34.32,,14
코끼리어린이집,대구광역시 달서구 성서로72길 97-11 (이곡동),1,1,5,1,,0,35.84998,128.5128,34.32,,2
큰별어린이집,대구광역시 달서구 선원로23북길 16-10 (이곡동),1,0,4,2,6.0,0,35.86111393,128.5046831,34.32,,4
토마토어린이집,대구광역시 달서구 성서동로65길 24 (이곡동),2,0,7,5,8.0,0,35.85029219,128.5145444,34.32,,12
한솔유치원,"대구광역시 달서구 이곡동로 32 (이곡동, 성서와룡타운)",2,2,17,3,20.0,1,35.85286261,128.512059,34.32,,3
 대봉초등학교,대구광역시 남구 대봉로26길 33 (이천동),3,7,55,8,12.5,1,35.85166437,128.6048051,41.53,97.0,6
더플로우어린이집,대구광역시 남구 대봉로30길 40 (이천동),1,3,10,2,8.0,0,35.85214855,128.605307,41.53,,5
드림유치원,대구광역시 남구 대봉로30길 36-8 (이천동),0,0,0,0,8.0,0,35.85170781,128.6051265,41.53,,6
영선초등학교,대구광역시 남구 영선길 96 (이천동),7,11,63,23,8.0,0,35.85290101,128.5960142,41.53,13.2,0
청동어린이집,대구광역시 남구 이천로28길 42-33 (이천동),1,3,5,3,6.0,0,35.85359762,128.6000087,41.53,,3
호동어린이집,대구광역시 남구 희망로5길 19 (이천동),2,5,22,6,12.5,0,35.84884861,128.600145,41.53,,12
중리초등학교,대구광역시 서구 국채보상로 135 (이현동),9,2,28,2,35.0,1,35.86971383,128.5454299,50.57,104.8,8
대구장동초등학교,대구광역시 달서구 달구벌대로304길 112 (장기동),4,3,17,6,15.0,1,35.84478484,128.5317635,38.33,,8
대구장성초등학교,대구광역시 달서구 달구벌대로 1429-11 (장기동),6,13,48,19,8.0,0,35.85035905,128.5232345,38.33,9.2,13
성서예능어린이집,대구광역시 달서구 달구벌대로283길 26 (장기동),0,0,0,0,,0,35.85195,128.5227,38.33,,0
우리아이어린이집,대구광역시 달서구 용산로14길 39 (장기동),1,1,6,2,8.0,0,35.84313621,128.5329738,38.33,,25
장기초등학교,대구광역시 달서구 장기로 280 (장기동),2,3,24,4,20.0,0,35.84439346,128.5290637,38.33,676.8,16
하늘정원유치원,"대구광역시 달서구 한들로 70 (장기동, 장기파랑새마을)",0,0,0,0,20.0,0,35.84660805,128.5264656,38.33,,16
대구예술어린이집,대구광역시 달서구 죽전1안길 14 (죽전동),2,1,6,0,6.0,0,35.85282869,128.5403127,32.68,,2
대구죽전초등학교,대구광역시 달서구 죽전길 127 (죽전동),6,7,28,15,10.0,1,35.85778773,128.5399257,32.68,,10
리리유치원,대구광역시 수성구 신천동로34길 19 (중동),3,2,22,7,8.0,0,35.84040378,128.608955,33.28,,11
삼육초등학교,대구광역시 수성구 청수로 22-23 (중동),1,1,13,4,6.5,0,35.83976557,128.610697,33.28,36.6,10
중동어린이집,대구광역시 수성구 희망로 121 (중동),1,3,9,0,26.5,0,35.84762097,128.612134,33.28,6.0,15
 지산어린이집,대구광역시 수성구 지산로14길 29 (지산동),1,1,12,6,13.0,1,35.827079,128.635668,47.09,39.8,5
대구남양학교,대구광역시 수성구 무학로37안길 6 (지산동),5,5,40,9,9.0,0,35.834025,128.629108,47.09,,0
두산초등학교,대구광역시 수성구 동대구로6길 31 (지산동),6,8,45,13,9.0,0,35.83259685,128.6260882,47.09,206.6,0
용지초등학교,대구광역시 수성구 지산로 12 (지산동),5,2,36,8,20.0,2,35.822008,128.632722,47.09,356.6,10
제일어린이집,대구광역시 수성구 용학로30길 82 (지산동),1,1,3,1,,1,35.82168,128.6296,47.09,,5
지봉초등학교,대구광역시 수성구 지범로31길 45 (지산동),3,3,31,12,10.0,0,35.82546519,128.6408054,47.09,74.6,0
지산초등학교,대구광역시 수성구 지범로17길 3-14 (지산동),6,4,21,6,8.5,0,35.82695807,128.6301691,47.09,,8
한국예술유치원,대구광역시 수성구 용학로34길 8 (지산동),2,1,13,4,8.0,0,35.822092,128.6270903,47.09,,0
 사랑마을유치원,대구광역시 달서구 상화북로 7 (진천동),0,0,0,0,8.0,0,35.80997304,128.527573,30.92,,11
 아이캔유치원,대구광역시 달서구 비슬로 2728-16 (대곡동),2,2,11,3,10.0,0,35.80876662,128.5148179,30.92,,2
대곡가야유치원,대구광역시 달서구 비슬로538길 7 (대곡동),2,2,13,7,8.0,0,35.80770731,128.5096029,30.92,,5
대구용천초등학교,대구광역시 달서구 조암남로32길 55 (유천동),2,3,26,5,15.0,1,35.81972464,128.5125985,30.92,62.2,15
대구유천초등학교,대구광역시 달서구 달서대로 39 (유천동),5,3,40,9,12.0,2,35.81257393,128.5118548,30.92,,4
대구진월초등학교,대구광역시 달서구 진천로4길 32 (진천동),4,7,42,15,8.0,0,35.81090267,128.5282878,30.92,9.6,0
대구한솔초등학교,대구광역시 달서구 조암남로 172-13 (유천동),2,3,28,6,12.0,4,35.81656683,128.5156958,30.92,21.2,16
대구한실초등학교,대구광역시 달서구 한실로6길 108 (대곡동),5,2,25,8,10.0,0,35.79831438,128.5285689,30.92,,12
대진초등학교,대구광역시 달서구 상화로 70 (대곡동),4,4,28,6,12.0,2,35.80662752,128.5217528,30.92,1.2,13
명지유치원,대구광역시 달서구 월배로28길 84 (진천동),4,2,10,7,6.0,0,35.81332941,128.5329179,30.92,,0
사랑마을어린이집,대구광역시 달서구 진천로10길 12 (진천동),1,1,5,3,8.0,0,35.81303824,128.5253691,30.92,,10
상록수어린이집,대구광역시 달서구 월배로23길 51 (진천동),2,0,8,3,8.0,1,35.81687806,128.5253391,30.92,,0
아이비어린이집,대구광역시 중구 남산로3안길 20 (남산동),2,1,7,3,8.0,0,35.80990595,128.5243747,30.92,,0
아이비어린이집,대구광역시 달서구 진천로3길 31 (진천동),2,2,10,0,8.0,0,35.80990595,128.5243747,30.92,,0
월배어린이집,대구광역시 달서구 상화로9길 102-10 (진천동),4,2,12,4,6.0,1,35.81250737,128.5210278,30.92,40.6,2
월배유치원,대구광역시 달서구 월배로 149-7 (진천동),0,0,0,0,8.0,2,35.81659769,128.5296531,30.92,,5
월배초등학교,대구광역시 달서구 월배로 131 (진천동),6,7,73,17,35.0,2,35.81642334,128.5283129,30.92,,8
자연과예술유치원,대구광역시 달서구 월배로5길 11-4 (유천동),2,1,29,5,8.0,0,35.81210506,128.516097,30.92,,13
진천유치원,대구광역시 달서구 상화로9길 15 (진천동),2,2,13,7,8.0,3,35.80895431,128.5193669,30.92,19.8,2
진천초등학교,대구광역시 달서구 상화로9길 65 (진천동),3,6,20,13,8.0,2,35.81127897,128.5195481,30.92,,0
태양유치원,대구광역시 달서구 월배로28안길 17-10 (진천동),2,3,10,5,8.0,2,35.81403925,128.5293484,30.92,,3
행복한어린이집,대구광역시 달서구 화암로 301 (대곡동),1,1,10,2,12.0,0,35.80469338,128.516933,30.92,,12
예원유치원,대구광역시 북구 칠성로 105-21 (칠성동2가),2,1,7,2,,0,35.87931739,128.600701,31.38,,16
옥산초등학교,대구광역시 북구 칠성시장로23길 55 (칠성동2가),5,7,36,17,,0,35.88089463,128.5978735,31.38,142.25,2
좋은유치원,"대구광역시 북구 호암로 20 (칠성동2가, 성광우방타운)",6,6,47,12,,1,35.88266282,128.592027,31.38,,5
혜송유치원,"대구광역시 북구 호암로 40 (칠성동2가, 삼성아파트)",0,0,0,0,,1,35.88190419,128.5937835,31.38,,7
달산초등학교,대구광역시 북구 옥산로17길 37 (침산동),2,4,23,8,,0,35.88770026,128.5851441,37.06,93.25,2
연세유치원,대구광역시 북구 침산남로 165-4 (침산동),3,0,5,2,,1,35.8882443,128.5940851,37.06,,7
칠성초등학교,대구광역시 북구 침산남로32길 17 (침산동),4,4,28,7,,2,35.88703349,128.5932396,37.06,542.0,9
침산ing유치원,대구광역시 북구 침산남로37길 10 (침산동),2,0,0,0,,1,35.8882997,128.5962947,37.06,,8
침산초등학교,대구광역시 북구 성북로 25 (침산동),3,3,35,5,,0,35.8911138,128.5850731,37.06,192.75,9
 메이플유치원,"대구광역시 북구 영송로 85 (태전동, 한신중앙아파트)",0,0,0,0,,1,35.93279502,128.5426122,42.48,,17
 엘리트어린이집,대구광역시 북구 칠곡중앙대로43길 13 (태전동),5,3,23,8,,0,35.9150239,128.546879,42.48,,3
 웃는아이어린이집,대구광역시 북구 학정로 110-22 (태전동),1,2,7,1,,0,35.9171941,128.5520429,42.48,,7
 하나어린이집,대구광역시 북구 칠곡중앙대로43길 33 (태전동),0,0,0,0,,0,35.9150643,128.5445336,42.48,,3
가람유치원,"대구광역시 북구 칠곡중앙대로52길 20 (태전동, 삼성아파트)",2,3,13,5,,0,35.9198599,128.548361,42.48,,3
대구과학대학부설유치원,대구광역시 북구 영송로 15 (태전동),0,0,0,0,,0,35.92684373,128.5440255,42.48,,10
대구관천초등학교,대구광역시 북구 구암로22길 17 (태전동),4,2,17,5,,1,35.9305641,128.5520482,42.48,288.5,3
무지개어린이집,대구광역시 북구 칠곡중앙대로77길 28 (태전동),0,0,0,0,,0,35.9230893,128.5411962,42.48,,0
태암초등학교,대구광역시 북구 칠곡중앙대로52길 56 (태전동),2,3,21,9,,1,35.9230319,128.5505023,42.48,51.5,0
태현초등학교,대구광역시 북구 태전로 95 (태전동),3,2,19,5,,0,35.92816693,128.5406343,42.48,29.25,9
한꽃유치원,대구광역시 북구 매천로 204 (태전동),0,0,0,0,,0,35.91517961,128.5426024,42.48,,2
동영유치원,대구광역시 수성구 파동로51길 80 (파동),1,1,7,4,6.0,0,35.82237562,128.6088487,56.38,,5
별하나어린이집,대구광역시 수성구 파동로51길 64 (파동),1,0,7,3,8.0,0,35.82268246,128.608831,56.38,,5
이바유치원,대구광역시 수성구 파동로30길 61 (파동),2,1,14,3,6.0,0,35.821523,128.615549,56.38,37.8,0
키즈브라운어린이집,대구광역시 수성구 파동로38길 45-3 (파동),2,2,10,5,7.0,0,35.81906166,128.6145928,56.38,,0
파동초등학교,대구광역시 수성구 파동로51길 34 (파동),3,2,29,5,10.0,0,35.82401679,128.6074144,56.38,14.0,0
팔달초등학교,대구광역시 북구 매천로2길 19-6 (팔달동),4,4,18,8,,0,35.8979308,128.5449083,59.66,103.5,8
 궁전어린이집,대구광역시 서구 국채보상로61길 24 (평리동),4,2,6,5,8.0,1,35.8742607,128.5645604,35.23,,3
글나라어린이집,대구광역시 서구 국채보상로46길 31-27 (평리동),6,1,27,9,11.0,0,35.868026,128.557647,35.23,,0
대구비산초등학교,대구광역시 서구 통학로 202 (평리동),9,4,24,5,15.0,0,35.87875905,128.5643247,35.23,183.2,11
서도초등학교,대구광역시 서구 평리로 395 (평리동),19,9,25,14,21.0,0,35.86727153,128.5653531,35.23,167.2,4
서평초등학교,대구광역시 서구 서대구로45길 60 (평리동),10,1,2,1,8.0,1,35.8782122,128.547905,35.23,5.8,14
이현초등학교,대구광역시 서구 국채보상로37길 35 (평리동),10,1,0,0,10.0,0,35.87348606,128.5503997,35.23,2.8,0
창의나라어린이집,대구광역시 서구 문화로51길 9 (평리동),3,1,10,4,8.0,0,35.87663662,128.5606027,35.23,,7
평리초등학교,대구광역시 서구 국채보상로53길 6-5 (평리동),17,4,18,16,15.0,1,35.87239568,128.5613416,35.23,208.2,8
대구동곡초등학교,대구광역시 달성군 하빈면 달구벌대로55길 104-4 ,1,2,9,4,,0,35.87936389,128.4173532,59.56,33.2,8
대구하빈초등학교,대구광역시 달성군 하빈면 하빈로 391-1 ,2,2,33,6,,0,35.901692,128.4421117,59.56,,3
하빈초교병설유치원,대구광역시 달성군 하빈면 하빈로 391-1 ,0,0,0,0,,0,35.901692,128.4421117,59.56,,3
대구해안초등학교,대구광역시 동구 옻골로 50 (부동),1,2,14,3,12.0,0,35.896174,128.6830241,72.8,6.0,0
달성어린이집,대구광역시 달성군 현풍읍 현풍중앙로10길 74 ,1,3,11,3,,0,35.69608,128.4476,56.15,,1
대구포산초등학교,대구광역시 달성군 현풍읍 테크노북로 80 ,3,4,60,0,,0,35.69487555,128.4526294,56.15,4.2,6
비슬향유치원,대구광역시 달성군 현풍읍 현풍동로22길 17 ,0,0,0,0,,0,35.70048137,128.4508896,56.15,,0
안드레아유치원,대구광역시 달성군 현풍읍 현풍동로 10 ,1,3,26,14,,0,35.6922568,128.4482242,56.15,,8
자연과학어린이집,대구광역시 달성군 현풍읍 현풍동로25길 17 ,0,0,0,0,,0,35.69864,128.4484034,56.15,,0
장원유치원,대구광역시 달성군 현풍읍 현풍동로 49 ,0,0,0,0,,0,35.6948584,128.4504725,56.15,,3
포산유치원,대구광역시 달성군 현풍읍 테크노북로 78 ,0,0,0,0,,0,35.69426963,128.4527457,56.15,,3
해피키즈유치원,대구광역시 달성군 현풍읍 현풍동로20길 12 ,0,0,0,0,,0,35.69960248,128.4512374,56.15,,0
현풍아이세상어린이집,대구광역시 달성군 현풍읍 현풍중앙로10길 64 ,0,0,0,0,,0,35.69535446,128.448957,56.15,,0
현풍초등학교,대구광역시 달성군 현풍읍 비슬로134길 167-6 ,20,7,82,22,,0,35.69810979,128.4484673,56.15,69.4,1
늘푸른유치원,대구광역시 달성군 화원읍 명곡로 4 ,0,0,0,0,,0,35.799372,128.4956269,49.99,,8
대구화동초등학교,대구광역시 달성군 화원읍 성암로 38 ,6,9,56,11,,0,35.79954584,128.5096929,49.99,48.0,11
대구화원초등학교,대구광역시 달성군 화원읍 비슬로 2580 ,3,5,43,2,,1,35.80302218,128.4993245,49.99,,7
도담소리숲유치원,대구광역시 달성군 화원읍 인흥2길 79 ,2,1,7,2,,0,35.78843377,128.519735,49.99,,0
동그라미어린이집,대구광역시 달성군 화원읍 비슬로500길 10 ,2,1,10,1,,0,35.798826,128.4911558,49.99,,21
명곡초등학교,대구광역시 달성군 화원읍 명곡로 40 ,2,0,0,0,,0,35.79667071,128.4961175,49.99,,17
백설어린이집,대구광역시 달성군 화원읍 비슬로502길 14 ,1,1,12,2,,0,35.799048,128.4921745,49.99,,12
엘키즈유치원,대구광역시 달성군 화원읍 성천로42길 24 ,3,1,17,6,,0,35.810371,128.5041695,49.99,,0
옥스퍼드어린이집,대구광역시 달성군 화원읍 인흥길 29 ,0,0,0,0,,0,35.80115908,128.4986254,49.99,,24
천내어린이집,대구광역시 달성군 화원읍 화원로7길 55 ,1,3,17,2,,0,35.805797,128.496537,49.99,,0
천내초등학교,대구광역시 달성군 화원읍 성천로 192 ,5,7,59,11,,0,35.80943449,128.501982,49.99,11.0,6
큰별유치원,대구광역시 달성군 화원읍 성화로4길 13 (화원태왕타운),2,1,11,3,,0,35.80291745,128.492025,49.99,,0
하늘숲유치원,대구광역시 달성군 화원읍 비슬로539길 11-11 ,1,1,14,4,,0,35.80964,128.5072876,49.99,,0
화남어린이집,대구광역시 달성군 화원읍 비슬로512길 44 ,2,1,19,6,,1,35.801789,128.498308,49.99,,10
화남초등학교,대구광역시 달성군 화원읍 명천로 181 ,5,6,43,1,,0,35.80002003,128.498009,49.99,140.2,19
화원유치원,대구광역시 달성군 화원읍 비슬로525길 46 ,0,0,0,0,,0,35.808466,128.5010063,49.99,450.8,6
대구황금유치원,대구광역시 수성구 청호로 286 (황금동),2,2,21,1,20.5,0,35.84474548,128.6416364,42.36,249.6,6
삼덕어린이집,대구광역시 수성구 청호로46길 5-2 (황금동),2,0,7,2,6.5,0,35.83869544,128.6407496,42.36,13.0,10
성동초등학교,대구광역시 수성구 청수로45길 27 (황금동),3,4,25,7,13.0,2,35.8409043,128.6322828,42.36,245.0,2
황금초등학교,대구광역시 수성구 들안로32길 22 (황금동),4,5,28,12,9.0,0,35.84422116,128.618389,42.36,,2
 소원어린이집,대구광역시 동구 아양로52길 17 (효목동),1,1,4,2,,0,35.88666,128.6406,34.53,,12
 효성어린이집,대구광역시 동구 효목로19길 9-6 (효목동),0,0,0,0,8.0,0,35.881296,128.641876,34.53,,2
대구효목초등학교,대구광역시 동구 화랑로27길 25 (효목동),5,6,24,14,8.0,0,35.87600495,128.641577,34.53,2.5,5
세원어린이집,대구광역시 동구 효목로17길 50 (효목동),2,1,15,3,8.0,0,35.881853,128.640146,34.53,,0
소원유치원,대구광역시 동구 아양로42길 12 (효목동),2,1,12,1,8.0,0,35.885493,128.6366879,34.53,,3
효동초등학교,대구광역시 동구 효동로 78-7 (효목동),3,1,17,0,6.0,1,35.884122,128.6447389,34.53,85.5,7
효목어린이집,대구광역시 동구 효목로13길 23 (효목동),3,2,11,3,8.0,0,35.878173,128.641234,34.53,,12
